weekday_name,month,leap_year_condition,decade,output,output_year,output_day
5,4,1,198,14-4-1984,4,1
6,4,0,198,14-4-1985,5,1
0,4,0,198,14-4-1986,6,1
1,4,0,198,14-4-1987,7,1
3,4,1,198,14-4-1988,8,1
4,4,0,198,14-4-1989,9,1
5,4,0,199,14-4-1990,0,1
6,4,0,199,14-4-1991,1,1
1,4,1,199,14-4-1992,2,1
2,4,0,199,14-4-1993,3,1
3,4,0,199,14-4-1994,4,1
4,4,0,199,14-4-1995,5,1
6,4,1,199,14-4-1996,6,1
0,4,0,199,14-4-1997,7,1
1,4,0,199,14-4-1998,8,1
2,4,0,199,14-4-1999,9,1
4,4,1,200,14-4-2000,0,1
5,4,0,200,14-4-2001,1,1
6,4,0,200,14-4-2002,2,1
0,4,0,200,14-4-2003,3,1
2,4,1,200,14-4-2004,4,1
3,4,0,200,14-4-2005,5,1
4,4,0,200,14-4-2006,6,1
5,4,0,200,14-4-2007,7,1
0,4,1,200,14-4-2008,8,1
1,4,0,200,14-4-2009,9,1
2,4,0,201,14-4-2010,0,1
3,4,0,201,14-4-2011,1,1
5,4,1,201,14-4-2012,2,1
6,4,0,201,14-4-2013,3,1
0,4,0,201,14-4-2014,4,1
1,4,0,201,14-4-2015,5,1
3,4,1,201,14-4-2016,6,1
4,4,0,201,14-4-2017,7,1
5,4,0,201,14-4-2018,8,1
6,4,0,201,14-4-2019,9,1
1,4,1,202,14-4-2020,0,1
2,4,0,202,14-4-2021,1,1
3,4,0,202,14-4-2022,2,1
4,4,0,202,14-4-2023,3,1
6,4,1,202,14-4-2024,4,1
0,4,0,202,14-4-2025,5,1
1,4,0,202,14-4-2026,6,1
2,4,0,202,14-4-2027,7,1
4,4,1,202,14-4-2028,8,1
5,4,0,202,14-4-2029,9,1
6,4,0,203,14-4-2030,0,1
0,4,0,203,14-4-2031,1,1
2,4,1,203,14-4-2032,2,1
3,4,0,203,14-4-2033,3,1
4,4,0,203,14-4-2034,4,1
5,4,0,203,14-4-2035,5,1
0,4,1,203,14-4-2036,6,1
1,4,0,203,14-4-2037,7,1
2,4,0,203,14-4-2038,8,1
3,4,0,203,14-4-2039,9,1
5,4,1,204,14-4-2040,0,1
6,4,0,204,14-4-2041,1,1
0,4,0,204,14-4-2042,2,1
1,4,0,204,14-4-2043,3,1
3,4,1,204,14-4-2044,4,1
4,4,0,204,14-4-2045,5,1
5,4,0,204,14-4-2046,6,1
6,4,0,204,14-4-2047,7,1
1,4,1,204,14-4-2048,8,1
2,4,0,204,14-4-2049,9,1
3,4,0,205,14-4-2050,0,1
4,4,0,205,14-4-2051,1,1
6,4,1,205,14-4-2052,2,1
0,4,0,205,14-4-2053,3,1
1,4,0,205,14-4-2054,4,1
2,4,0,205,14-4-2055,5,1
4,4,1,205,14-4-2056,6,1
5,4,0,205,14-4-2057,7,1
6,4,0,205,14-4-2058,8,1
0,4,0,205,14-4-2059,9,1
2,4,1,206,14-4-2060,0,1
3,4,0,206,14-4-2061,1,1
4,4,0,206,14-4-2062,2,1
5,4,0,206,14-4-2063,3,1
0,4,1,206,14-4-2064,4,1
1,4,0,206,14-4-2065,5,1
2,4,0,206,14-4-2066,6,1
3,4,0,206,14-4-2067,7,1
5,4,1,206,14-4-2068,8,1
6,4,0,206,14-4-2069,9,1
0,4,0,207,14-4-2070,0,1
1,4,0,207,14-4-2071,1,1
3,4,1,207,14-4-2072,2,1
4,4,0,207,14-4-2073,3,1
5,4,0,207,14-4-2074,4,1
6,4,0,207,14-4-2075,5,1
1,4,1,207,14-4-2076,6,1
2,4,0,207,14-4-2077,7,1
3,4,0,207,14-4-2078,8,1
4,4,0,207,14-4-2079,9,1
6,4,1,208,14-4-2080,0,1
0,4,0,208,14-4-2081,1,1
1,4,0,208,14-4-2082,2,1
2,4,0,208,14-4-2083,3,1
4,4,1,208,14-4-2084,4,1
5,4,0,208,14-4-2085,5,1
6,4,0,208,14-4-2086,6,1
0,4,0,208,14-4-2087,7,1
2,4,1,208,14-4-2088,8,1
3,4,0,208,14-4-2089,9,1
4,4,0,209,14-4-2090,0,1
5,4,0,209,14-4-2091,1,1
0,4,1,209,14-4-2092,2,1
1,4,0,209,14-4-2093,3,1
2,4,0,209,14-4-2094,4,1
3,4,0,209,14-4-2095,5,1
5,4,1,209,14-4-2096,6,1
6,4,0,209,14-4-2097,7,1
0,4,0,209,14-4-2098,8,1
1,4,0,209,14-4-2099,9,1
2,4,0,210,14-4-2100,0,1
3,4,0,210,14-4-2101,1,1
4,4,0,210,14-4-2102,2,1
5,4,0,210,14-4-2103,3,1
0,4,1,210,14-4-2104,4,1
1,4,0,210,14-4-2105,5,1
2,4,0,210,14-4-2106,6,1
3,4,0,210,14-4-2107,7,1
5,4,1,210,14-4-2108,8,1
6,4,0,210,14-4-2109,9,1
0,4,0,211,14-4-2110,0,1
1,4,0,211,14-4-2111,1,1
3,4,1,211,14-4-2112,2,1
4,4,0,211,14-4-2113,3,1
5,4,0,211,14-4-2114,4,1
6,4,0,211,14-4-2115,5,1
1,4,1,211,14-4-2116,6,1
2,4,0,211,14-4-2117,7,1
3,4,0,211,14-4-2118,8,1
4,4,0,211,14-4-2119,9,1
6,4,1,212,14-4-2120,0,1
0,4,0,212,14-4-2121,1,1
1,4,0,212,14-4-2122,2,1
2,4,0,212,14-4-2123,3,1
4,4,1,212,14-4-2124,4,1
5,4,0,212,14-4-2125,5,1
6,4,0,212,14-4-2126,6,1
0,4,0,212,14-4-2127,7,1
2,4,1,212,14-4-2128,8,1
3,4,0,212,14-4-2129,9,1
4,4,0,213,14-4-2130,0,1
5,4,0,213,14-4-2131,1,1
0,4,1,213,14-4-2132,2,1
1,4,0,213,14-4-2133,3,1
2,4,0,213,14-4-2134,4,1
3,4,0,213,14-4-2135,5,1
5,4,1,213,14-4-2136,6,1
6,4,0,213,14-4-2137,7,1
0,4,0,213,14-4-2138,8,1
1,4,0,213,14-4-2139,9,1
3,4,1,214,14-4-2140,0,1
4,4,0,214,14-4-2141,1,1
5,4,0,214,14-4-2142,2,1
6,4,0,214,14-4-2143,3,1
1,4,1,214,14-4-2144,4,1
2,4,0,214,14-4-2145,5,1
3,4,0,214,14-4-2146,6,1
4,4,0,214,14-4-2147,7,1
6,4,1,214,14-4-2148,8,1
0,4,0,214,14-4-2149,9,1
1,4,0,215,14-4-2150,0,1
2,4,0,215,14-4-2151,1,1
4,4,1,215,14-4-2152,2,1
5,4,0,215,14-4-2153,3,1
6,4,0,215,14-4-2154,4,1
0,4,0,215,14-4-2155,5,1
2,4,1,215,14-4-2156,6,1
3,4,0,215,14-4-2157,7,1
4,4,0,215,14-4-2158,8,1
5,4,0,215,14-4-2159,9,1
0,4,1,216,14-4-2160,0,1
1,4,0,216,14-4-2161,1,1
2,4,0,216,14-4-2162,2,1
3,4,0,216,14-4-2163,3,1
5,4,1,216,14-4-2164,4,1
6,4,0,216,14-4-2165,5,1
0,4,0,216,14-4-2166,6,1
1,4,0,216,14-4-2167,7,1
3,4,1,216,14-4-2168,8,1
4,4,0,216,14-4-2169,9,1
5,4,0,217,14-4-2170,0,1
6,4,0,217,14-4-2171,1,1
1,4,1,217,14-4-2172,2,1
2,4,0,217,14-4-2173,3,1
3,4,0,217,14-4-2174,4,1
4,4,0,217,14-4-2175,5,1
6,4,1,217,14-4-2176,6,1
0,4,0,217,14-4-2177,7,1
1,4,0,217,14-4-2178,8,1
2,4,0,217,14-4-2179,9,1
4,4,1,218,14-4-2180,0,1
5,4,0,218,14-4-2181,1,1
6,4,0,218,14-4-2182,2,1
0,4,0,218,14-4-2183,3,1
2,4,1,218,14-4-2184,4,1
3,4,0,218,14-4-2185,5,1
4,4,0,218,14-4-2186,6,1
5,4,0,218,14-4-2187,7,1
0,4,1,218,14-4-2188,8,1
1,4,0,218,14-4-2189,9,1
2,4,0,219,14-4-2190,0,1
3,4,0,219,14-4-2191,1,1
5,4,1,219,14-4-2192,2,1
6,4,0,219,14-4-2193,3,1
0,4,0,219,14-4-2194,4,1
1,4,0,219,14-4-2195,5,1
3,4,1,219,14-4-2196,6,1
4,4,0,219,14-4-2197,7,1
5,4,0,219,14-4-2198,8,1
6,4,0,219,14-4-2199,9,1
0,4,0,220,14-4-2200,0,1
2,5,0,180,14-5-1800,0,1
3,5,0,180,14-5-1801,1,1
4,5,0,180,14-5-1802,2,1
5,5,0,180,14-5-1803,3,1
0,5,1,180,14-5-1804,4,1
1,5,0,180,14-5-1805,5,1
2,5,0,180,14-5-1806,6,1
3,5,0,180,14-5-1807,7,1
5,5,1,180,14-5-1808,8,1
6,5,0,180,14-5-1809,9,1
0,5,0,181,14-5-1810,0,1
1,5,0,181,14-5-1811,1,1
3,5,1,181,14-5-1812,2,1
4,5,0,181,14-5-1813,3,1
5,5,0,181,14-5-1814,4,1
6,5,0,181,14-5-1815,5,1
1,5,1,181,14-5-1816,6,1
2,5,0,181,14-5-1817,7,1
3,5,0,181,14-5-1818,8,1
4,5,0,181,14-5-1819,9,1
6,5,1,182,14-5-1820,0,1
0,5,0,182,14-5-1821,1,1
1,5,0,182,14-5-1822,2,1
2,5,0,182,14-5-1823,3,1
4,5,1,182,14-5-1824,4,1
5,5,0,182,14-5-1825,5,1
6,5,0,182,14-5-1826,6,1
0,5,0,182,14-5-1827,7,1
2,5,1,182,14-5-1828,8,1
3,5,0,182,14-5-1829,9,1
4,5,0,183,14-5-1830,0,1
5,5,0,183,14-5-1831,1,1
0,5,1,183,14-5-1832,2,1
1,5,0,183,14-5-1833,3,1
2,5,0,183,14-5-1834,4,1
3,5,0,183,14-5-1835,5,1
5,5,1,183,14-5-1836,6,1
6,5,0,183,14-5-1837,7,1
0,5,0,183,14-5-1838,8,1
1,5,0,183,14-5-1839,9,1
3,5,1,184,14-5-1840,0,1
4,5,0,184,14-5-1841,1,1
5,5,0,184,14-5-1842,2,1
6,5,0,184,14-5-1843,3,1
1,5,1,184,14-5-1844,4,1
2,5,0,184,14-5-1845,5,1
3,5,0,184,14-5-1846,6,1
4,5,0,184,14-5-1847,7,1
6,5,1,184,14-5-1848,8,1
0,5,0,184,14-5-1849,9,1
1,5,0,185,14-5-1850,0,1
2,5,0,185,14-5-1851,1,1
4,5,1,185,14-5-1852,2,1
5,5,0,185,14-5-1853,3,1
6,5,0,185,14-5-1854,4,1
0,5,0,185,14-5-1855,5,1
2,5,1,185,14-5-1856,6,1
3,5,0,185,14-5-1857,7,1
4,5,0,185,14-5-1858,8,1
5,5,0,185,14-5-1859,9,1
0,5,1,186,14-5-1860,0,1
1,5,0,186,14-5-1861,1,1
2,5,0,186,14-5-1862,2,1
3,5,0,186,14-5-1863,3,1
5,5,1,186,14-5-1864,4,1
6,5,0,186,14-5-1865,5,1
0,5,0,186,14-5-1866,6,1
1,5,0,186,14-5-1867,7,1
3,5,1,186,14-5-1868,8,1
4,5,0,186,14-5-1869,9,1
5,5,0,187,14-5-1870,0,1
6,5,0,187,14-5-1871,1,1
1,5,1,187,14-5-1872,2,1
2,5,0,187,14-5-1873,3,1
3,5,0,187,14-5-1874,4,1
4,5,0,187,14-5-1875,5,1
6,5,1,187,14-5-1876,6,1
0,5,0,187,14-5-1877,7,1
1,5,0,187,14-5-1878,8,1
2,5,0,187,14-5-1879,9,1
4,5,1,188,14-5-1880,0,1
5,5,0,188,14-5-1881,1,1
6,5,0,188,14-5-1882,2,1
0,5,0,188,14-5-1883,3,1
2,5,1,188,14-5-1884,4,1
3,5,0,188,14-5-1885,5,1
4,5,0,188,14-5-1886,6,1
5,5,0,188,14-5-1887,7,1
0,5,1,188,14-5-1888,8,1
1,5,0,188,14-5-1889,9,1
2,5,0,189,14-5-1890,0,1
3,5,0,189,14-5-1891,1,1
5,5,1,189,14-5-1892,2,1
6,5,0,189,14-5-1893,3,1
0,5,0,189,14-5-1894,4,1
1,5,0,189,14-5-1895,5,1
3,5,1,189,14-5-1896,6,1
4,5,0,189,14-5-1897,7,1
5,5,0,189,14-5-1898,8,1
6,5,0,189,14-5-1899,9,1
0,5,0,190,14-5-1900,0,1
1,5,0,190,14-5-1901,1,1
2,5,0,190,14-5-1902,2,1
3,5,0,190,14-5-1903,3,1
5,5,1,190,14-5-1904,4,1
6,5,0,190,14-5-1905,5,1
0,5,0,190,14-5-1906,6,1
1,5,0,190,14-5-1907,7,1
3,5,1,190,14-5-1908,8,1
4,5,0,190,14-5-1909,9,1
5,5,0,191,14-5-1910,0,1
6,5,0,191,14-5-1911,1,1
1,5,1,191,14-5-1912,2,1
2,5,0,191,14-5-1913,3,1
3,5,0,191,14-5-1914,4,1
4,5,0,191,14-5-1915,5,1
6,5,1,191,14-5-1916,6,1
0,5,0,191,14-5-1917,7,1
1,5,0,191,14-5-1918,8,1
2,5,0,191,14-5-1919,9,1
4,5,1,192,14-5-1920,0,1
5,5,0,192,14-5-1921,1,1
6,5,0,192,14-5-1922,2,1
0,5,0,192,14-5-1923,3,1
2,5,1,192,14-5-1924,4,1
3,5,0,192,14-5-1925,5,1
4,5,0,192,14-5-1926,6,1
5,5,0,192,14-5-1927,7,1
0,5,1,192,14-5-1928,8,1
1,5,0,192,14-5-1929,9,1
2,5,0,193,14-5-1930,0,1
3,5,0,193,14-5-1931,1,1
5,5,1,193,14-5-1932,2,1
6,5,0,193,14-5-1933,3,1
0,5,0,193,14-5-1934,4,1
1,5,0,193,14-5-1935,5,1
3,5,1,193,14-5-1936,6,1
4,5,0,193,14-5-1937,7,1
5,5,0,193,14-5-1938,8,1
6,5,0,193,14-5-1939,9,1
1,5,1,194,14-5-1940,0,1
2,5,0,194,14-5-1941,1,1
3,5,0,194,14-5-1942,2,1
4,5,0,194,14-5-1943,3,1
6,5,1,194,14-5-1944,4,1
0,5,0,194,14-5-1945,5,1
1,5,0,194,14-5-1946,6,1
2,5,0,194,14-5-1947,7,1
4,5,1,194,14-5-1948,8,1
5,5,0,194,14-5-1949,9,1
6,5,0,195,14-5-1950,0,1
0,5,0,195,14-5-1951,1,1
2,5,1,195,14-5-1952,2,1
3,5,0,195,14-5-1953,3,1
4,5,0,195,14-5-1954,4,1
5,5,0,195,14-5-1955,5,1
0,5,1,195,14-5-1956,6,1
1,5,0,195,14-5-1957,7,1
2,5,0,195,14-5-1958,8,1
3,5,0,195,14-5-1959,9,1
5,5,1,196,14-5-1960,0,1
6,5,0,196,14-5-1961,1,1
0,5,0,196,14-5-1962,2,1
1,5,0,196,14-5-1963,3,1
3,5,1,196,14-5-1964,4,1
4,5,0,196,14-5-1965,5,1
5,5,0,196,14-5-1966,6,1
6,5,0,196,14-5-1967,7,1
1,5,1,196,14-5-1968,8,1
2,5,0,196,14-5-1969,9,1
3,5,0,197,14-5-1970,0,1
4,5,0,197,14-5-1971,1,1
6,5,1,197,14-5-1972,2,1
0,5,0,197,14-5-1973,3,1
1,5,0,197,14-5-1974,4,1
2,5,0,197,14-5-1975,5,1
4,5,1,197,14-5-1976,6,1
5,5,0,197,14-5-1977,7,1
6,5,0,197,14-5-1978,8,1
0,5,0,197,14-5-1979,9,1
2,5,1,198,14-5-1980,0,1
3,5,0,198,14-5-1981,1,1
4,5,0,198,14-5-1982,2,1
5,5,0,198,14-5-1983,3,1
0,5,1,198,14-5-1984,4,1
1,5,0,198,14-5-1985,5,1
2,5,0,198,14-5-1986,6,1
3,5,0,198,14-5-1987,7,1
5,5,1,198,14-5-1988,8,1
6,5,0,198,14-5-1989,9,1
0,5,0,199,14-5-1990,0,1
1,5,0,199,14-5-1991,1,1
3,5,1,199,14-5-1992,2,1
4,5,0,199,14-5-1993,3,1
5,5,0,199,14-5-1994,4,1
6,5,0,199,14-5-1995,5,1
1,5,1,199,14-5-1996,6,1
2,5,0,199,14-5-1997,7,1
3,5,0,199,14-5-1998,8,1
4,5,0,199,14-5-1999,9,1
6,5,1,200,14-5-2000,0,1
0,5,0,200,14-5-2001,1,1
1,5,0,200,14-5-2002,2,1
2,5,0,200,14-5-2003,3,1
4,5,1,200,14-5-2004,4,1
5,5,0,200,14-5-2005,5,1
6,5,0,200,14-5-2006,6,1
0,5,0,200,14-5-2007,7,1
2,5,1,200,14-5-2008,8,1
3,5,0,200,14-5-2009,9,1
4,5,0,201,14-5-2010,0,1
5,5,0,201,14-5-2011,1,1
0,5,1,201,14-5-2012,2,1
1,5,0,201,14-5-2013,3,1
2,5,0,201,14-5-2014,4,1
3,5,0,201,14-5-2015,5,1
5,5,1,201,14-5-2016,6,1
6,5,0,201,14-5-2017,7,1
0,5,0,201,14-5-2018,8,1
1,5,0,201,14-5-2019,9,1
3,5,1,202,14-5-2020,0,1
4,5,0,202,14-5-2021,1,1
5,5,0,202,14-5-2022,2,1
6,5,0,202,14-5-2023,3,1
1,5,1,202,14-5-2024,4,1
2,5,0,202,14-5-2025,5,1
3,5,0,202,14-5-2026,6,1
4,5,0,202,14-5-2027,7,1
6,5,1,202,14-5-2028,8,1
0,5,0,202,14-5-2029,9,1
1,5,0,203,14-5-2030,0,1
2,5,0,203,14-5-2031,1,1
4,5,1,203,14-5-2032,2,1
5,5,0,203,14-5-2033,3,1
6,5,0,203,14-5-2034,4,1
0,5,0,203,14-5-2035,5,1
2,5,1,203,14-5-2036,6,1
3,5,0,203,14-5-2037,7,1
4,5,0,203,14-5-2038,8,1
5,5,0,203,14-5-2039,9,1
0,5,1,204,14-5-2040,0,1
1,5,0,204,14-5-2041,1,1
2,5,0,204,14-5-2042,2,1
3,5,0,204,14-5-2043,3,1
5,5,1,204,14-5-2044,4,1
6,5,0,204,14-5-2045,5,1
0,5,0,204,14-5-2046,6,1
1,5,0,204,14-5-2047,7,1
3,5,1,204,14-5-2048,8,1
4,5,0,204,14-5-2049,9,1
5,5,0,205,14-5-2050,0,1
6,5,0,205,14-5-2051,1,1
1,5,1,205,14-5-2052,2,1
2,5,0,205,14-5-2053,3,1
3,5,0,205,14-5-2054,4,1
4,5,0,205,14-5-2055,5,1
6,5,1,205,14-5-2056,6,1
0,5,0,205,14-5-2057,7,1
1,5,0,205,14-5-2058,8,1
2,5,0,205,14-5-2059,9,1
4,5,1,206,14-5-2060,0,1
5,5,0,206,14-5-2061,1,1
6,5,0,206,14-5-2062,2,1
0,5,0,206,14-5-2063,3,1
2,5,1,206,14-5-2064,4,1
3,5,0,206,14-5-2065,5,1
4,5,0,206,14-5-2066,6,1
5,5,0,206,14-5-2067,7,1
0,5,1,206,14-5-2068,8,1
1,5,0,206,14-5-2069,9,1
2,5,0,207,14-5-2070,0,1
3,5,0,207,14-5-2071,1,1
5,5,1,207,14-5-2072,2,1
6,5,0,207,14-5-2073,3,1
0,5,0,207,14-5-2074,4,1
1,5,0,207,14-5-2075,5,1
3,5,1,207,14-5-2076,6,1
4,5,0,207,14-5-2077,7,1
5,5,0,207,14-5-2078,8,1
6,5,0,207,14-5-2079,9,1
1,5,1,208,14-5-2080,0,1
2,5,0,208,14-5-2081,1,1
3,5,0,208,14-5-2082,2,1
4,5,0,208,14-5-2083,3,1
6,5,1,208,14-5-2084,4,1
0,5,0,208,14-5-2085,5,1
1,5,0,208,14-5-2086,6,1
2,5,0,208,14-5-2087,7,1
4,5,1,208,14-5-2088,8,1
5,5,0,208,14-5-2089,9,1
6,5,0,209,14-5-2090,0,1
0,5,0,209,14-5-2091,1,1
2,5,1,209,14-5-2092,2,1
3,5,0,209,14-5-2093,3,1
4,5,0,209,14-5-2094,4,1
5,5,0,209,14-5-2095,5,1
0,5,1,209,14-5-2096,6,1
1,5,0,209,14-5-2097,7,1
2,5,0,209,14-5-2098,8,1
3,5,0,209,14-5-2099,9,1
4,5,0,210,14-5-2100,0,1
5,5,0,210,14-5-2101,1,1
6,5,0,210,14-5-2102,2,1
0,5,0,210,14-5-2103,3,1
2,5,1,210,14-5-2104,4,1
3,5,0,210,14-5-2105,5,1
4,5,0,210,14-5-2106,6,1
5,5,0,210,14-5-2107,7,1
0,5,1,210,14-5-2108,8,1
1,5,0,210,14-5-2109,9,1
2,5,0,211,14-5-2110,0,1
3,5,0,211,14-5-2111,1,1
5,5,1,211,14-5-2112,2,1
6,5,0,211,14-5-2113,3,1
0,5,0,211,14-5-2114,4,1
1,5,0,211,14-5-2115,5,1
3,5,1,211,14-5-2116,6,1
4,5,0,211,14-5-2117,7,1
5,5,0,211,14-5-2118,8,1
6,5,0,211,14-5-2119,9,1
1,5,1,212,14-5-2120,0,1
2,5,0,212,14-5-2121,1,1
3,5,0,212,14-5-2122,2,1
4,5,0,212,14-5-2123,3,1
6,5,1,212,14-5-2124,4,1
0,5,0,212,14-5-2125,5,1
1,5,0,212,14-5-2126,6,1
2,5,0,212,14-5-2127,7,1
4,5,1,212,14-5-2128,8,1
5,5,0,212,14-5-2129,9,1
6,5,0,213,14-5-2130,0,1
0,5,0,213,14-5-2131,1,1
2,5,1,213,14-5-2132,2,1
3,5,0,213,14-5-2133,3,1
4,5,0,213,14-5-2134,4,1
5,5,0,213,14-5-2135,5,1
0,5,1,213,14-5-2136,6,1
1,5,0,213,14-5-2137,7,1
2,5,0,213,14-5-2138,8,1
3,5,0,213,14-5-2139,9,1
5,5,1,214,14-5-2140,0,1
6,5,0,214,14-5-2141,1,1
0,5,0,214,14-5-2142,2,1
1,5,0,214,14-5-2143,3,1
3,5,1,214,14-5-2144,4,1
4,5,0,214,14-5-2145,5,1
5,5,0,214,14-5-2146,6,1
6,5,0,214,14-5-2147,7,1
1,5,1,214,14-5-2148,8,1
2,5,0,214,14-5-2149,9,1
3,5,0,215,14-5-2150,0,1
4,5,0,215,14-5-2151,1,1
6,5,1,215,14-5-2152,2,1
0,5,0,215,14-5-2153,3,1
1,5,0,215,14-5-2154,4,1
2,5,0,215,14-5-2155,5,1
4,5,1,215,14-5-2156,6,1
5,5,0,215,14-5-2157,7,1
6,5,0,215,14-5-2158,8,1
0,5,0,215,14-5-2159,9,1
2,5,1,216,14-5-2160,0,1
3,5,0,216,14-5-2161,1,1
4,5,0,216,14-5-2162,2,1
5,5,0,216,14-5-2163,3,1
0,5,1,216,14-5-2164,4,1
1,5,0,216,14-5-2165,5,1
2,5,0,216,14-5-2166,6,1
3,5,0,216,14-5-2167,7,1
5,5,1,216,14-5-2168,8,1
6,5,0,216,14-5-2169,9,1
0,5,0,217,14-5-2170,0,1
1,5,0,217,14-5-2171,1,1
3,5,1,217,14-5-2172,2,1
4,5,0,217,14-5-2173,3,1
5,5,0,217,14-5-2174,4,1
6,5,0,217,14-5-2175,5,1
1,5,1,217,14-5-2176,6,1
2,5,0,217,14-5-2177,7,1
3,5,0,217,14-5-2178,8,1
4,5,0,217,14-5-2179,9,1
6,5,1,218,14-5-2180,0,1
0,5,0,218,14-5-2181,1,1
1,5,0,218,14-5-2182,2,1
2,5,0,218,14-5-2183,3,1
4,5,1,218,14-5-2184,4,1
5,5,0,218,14-5-2185,5,1
6,5,0,218,14-5-2186,6,1
0,5,0,218,14-5-2187,7,1
2,5,1,218,14-5-2188,8,1
3,5,0,218,14-5-2189,9,1
4,5,0,219,14-5-2190,0,1
5,5,0,219,14-5-2191,1,1
0,5,1,219,14-5-2192,2,1
1,5,0,219,14-5-2193,3,1
2,5,0,219,14-5-2194,4,1
3,5,0,219,14-5-2195,5,1
5,5,1,219,14-5-2196,6,1
6,5,0,219,14-5-2197,7,1
0,5,0,219,14-5-2198,8,1
1,5,0,219,14-5-2199,9,1
2,5,0,220,14-5-2200,0,1
5,6,0,180,14-6-1800,0,1
6,6,0,180,14-6-1801,1,1
0,6,0,180,14-6-1802,2,1
1,6,0,180,14-6-1803,3,1
3,6,1,180,14-6-1804,4,1
4,6,0,180,14-6-1805,5,1
5,6,0,180,14-6-1806,6,1
6,6,0,180,14-6-1807,7,1
1,6,1,180,14-6-1808,8,1
2,6,0,180,14-6-1809,9,1
3,6,0,181,14-6-1810,0,1
4,6,0,181,14-6-1811,1,1
6,6,1,181,14-6-1812,2,1
0,6,0,181,14-6-1813,3,1
1,6,0,181,14-6-1814,4,1
2,6,0,181,14-6-1815,5,1
4,6,1,181,14-6-1816,6,1
5,6,0,181,14-6-1817,7,1
6,6,0,181,14-6-1818,8,1
0,6,0,181,14-6-1819,9,1
2,6,1,182,14-6-1820,0,1
3,6,0,182,14-6-1821,1,1
4,6,0,182,14-6-1822,2,1
5,6,0,182,14-6-1823,3,1
0,6,1,182,14-6-1824,4,1
1,6,0,182,14-6-1825,5,1
2,6,0,182,14-6-1826,6,1
3,6,0,182,14-6-1827,7,1
5,6,1,182,14-6-1828,8,1
6,6,0,182,14-6-1829,9,1
0,6,0,183,14-6-1830,0,1
1,6,0,183,14-6-1831,1,1
3,6,1,183,14-6-1832,2,1
4,6,0,183,14-6-1833,3,1
5,6,0,183,14-6-1834,4,1
6,6,0,183,14-6-1835,5,1
1,6,1,183,14-6-1836,6,1
2,6,0,183,14-6-1837,7,1
3,6,0,183,14-6-1838,8,1
4,6,0,183,14-6-1839,9,1
6,6,1,184,14-6-1840,0,1
0,6,0,184,14-6-1841,1,1
1,6,0,184,14-6-1842,2,1
2,6,0,184,14-6-1843,3,1
4,6,1,184,14-6-1844,4,1
5,6,0,184,14-6-1845,5,1
6,6,0,184,14-6-1846,6,1
0,6,0,184,14-6-1847,7,1
2,6,1,184,14-6-1848,8,1
3,6,0,184,14-6-1849,9,1
4,6,0,185,14-6-1850,0,1
5,6,0,185,14-6-1851,1,1
0,6,1,185,14-6-1852,2,1
1,6,0,185,14-6-1853,3,1
2,6,0,185,14-6-1854,4,1
3,6,0,185,14-6-1855,5,1
5,6,1,185,14-6-1856,6,1
6,6,0,185,14-6-1857,7,1
0,6,0,185,14-6-1858,8,1
1,6,0,185,14-6-1859,9,1
3,6,1,186,14-6-1860,0,1
4,6,0,186,14-6-1861,1,1
5,6,0,186,14-6-1862,2,1
6,6,0,186,14-6-1863,3,1
1,6,1,186,14-6-1864,4,1
2,6,0,186,14-6-1865,5,1
3,6,0,186,14-6-1866,6,1
4,6,0,186,14-6-1867,7,1
6,6,1,186,14-6-1868,8,1
0,6,0,186,14-6-1869,9,1
1,6,0,187,14-6-1870,0,1
2,6,0,187,14-6-1871,1,1
4,6,1,187,14-6-1872,2,1
5,6,0,187,14-6-1873,3,1
6,6,0,187,14-6-1874,4,1
0,6,0,187,14-6-1875,5,1
2,6,1,187,14-6-1876,6,1
3,6,0,187,14-6-1877,7,1
4,6,0,187,14-6-1878,8,1
5,6,0,187,14-6-1879,9,1
0,6,1,188,14-6-1880,0,1
1,6,0,188,14-6-1881,1,1
2,6,0,188,14-6-1882,2,1
3,6,0,188,14-6-1883,3,1
5,6,1,188,14-6-1884,4,1
6,6,0,188,14-6-1885,5,1
0,6,0,188,14-6-1886,6,1
1,6,0,188,14-6-1887,7,1
3,6,1,188,14-6-1888,8,1
4,6,0,188,14-6-1889,9,1
5,6,0,189,14-6-1890,0,1
6,6,0,189,14-6-1891,1,1
1,6,1,189,14-6-1892,2,1
2,6,0,189,14-6-1893,3,1
3,6,0,189,14-6-1894,4,1
4,6,0,189,14-6-1895,5,1
6,6,1,189,14-6-1896,6,1
0,6,0,189,14-6-1897,7,1
1,6,0,189,14-6-1898,8,1
2,6,0,189,14-6-1899,9,1
3,6,0,190,14-6-1900,0,1
4,6,0,190,14-6-1901,1,1
5,6,0,190,14-6-1902,2,1
6,6,0,190,14-6-1903,3,1
1,6,1,190,14-6-1904,4,1
2,6,0,190,14-6-1905,5,1
3,6,0,190,14-6-1906,6,1
4,6,0,190,14-6-1907,7,1
6,6,1,190,14-6-1908,8,1
0,6,0,190,14-6-1909,9,1
1,6,0,191,14-6-1910,0,1
2,6,0,191,14-6-1911,1,1
4,6,1,191,14-6-1912,2,1
5,6,0,191,14-6-1913,3,1
6,6,0,191,14-6-1914,4,1
0,6,0,191,14-6-1915,5,1
2,6,1,191,14-6-1916,6,1
