,weekday_name,month,century,century_year,leap_year_condition,predicted_days_group_index,correct_output
67988,4,2,2,1.9,0,0,0
117390,6,5,2,9.8,0,9,3
51344,2,9,0,1.6,1,8,3
112742,0,6,0,6.1,0,9,2
85650,6,10,2,3.7,0,8,3
95935,6,12,0,9.6,1,8,5
35175,3,4,2,8.8,1,2,7
52713,5,12,1,8.2,0,8,3
92571,0,3,3,4.1,0,9,5
58166,1,2,0,2.1,0,0,5
136329,4,5,2,9.3,0,9,7
17678,3,9,0,3.4,0,9,3
15941,1,4,3,0.2,0,2,3
37675,1,10,3,8.2,0,8,7
98819,5,7,1,7.3,0,9,6
107466,1,4,3,9.9,0,2,8
12344,1,7,3,1.4,0,9,9
123381,6,8,2,7.4,0,9,4
13195,5,9,3,6.3,0,9,2
101850,2,2,3,9.7,0,0,0
5055,4,1,2,4.3,0,9,8
85930,5,11,1,1.6,1,8,3
46485,4,8,3,7.0,0,9,9
45385,0,6,0,7.2,1,9,2
4667,4,12,2,5.6,1,8,7
59244,5,4,2,9.7,0,2,5
127225,5,6,1,0.8,1,9,5
30031,0,3,3,5.7,0,9,6
7343,3,7,1,2.5,0,9,8
44081,0,2,3,7.2,1,0,2
39967,0,4,2,6.8,1,2,8
9147,4,11,3,2.5,0,8,8
116225,5,2,3,3.6,1,0,3
55895,6,8,1,5.6,1,9,4
129474,0,11,3,5.2,1,8,5
83637,4,5,2,2.9,0,9,3
117570,0,6,0,7.7,0,9,3
86896,4,1,2,8.0,1,9,4
128377,6,9,0,5.7,0,9,5
109653,3,10,1,8.0,1,8,8
131900,3,5,3,7.2,1,9,6
85098,5,9,0,8.6,0,9,3
59154,4,4,2,0.7,0,2,5
7569,4,7,3,5.1,0,9,8
112432,5,5,1,5.2,1,9,9
58342,3,2,1,9.7,0,0,5
35275,1,4,3,8.8,1,2,7
123835,4,9,3,2.7,0,9,4
112318,3,5,0,3.8,0,9,9
100421,6,11,1,7.1,0,8,6
69600,1,6,2,2.7,0,9,7
101170,1,1,1,1.8,0,9,7
21336,1,6,0,8.3,0,9,4
76992,4,1,0,0.0,0,9,9
90671,2,11,0,4.5,0,8,4
785,6,2,3,8.4,1,0,7
93551,3,6,1,1.8,0,9,5
104082,1,8,2,2.3,0,9,7
42598,2,11,0,9.2,1,8,8
81553,6,12,1,5.0,0,8,9
113676,1,8,1,9.3,0,9,9
30024,5,3,3,5.0,0,9,6
129718,2,12,1,9.5,0,8,5
60862,3,8,3,1.1,0,9,5
72061,1,12,2,8.2,0,8,7
112999,4,6,3,1.8,0,9,2
59706,5,5,3,5.8,0,9,5
64121,2,4,3,6.2,0,2,6
17045,4,7,2,0.3,0,9,3
125734,5,2,2,2.1,0,0,5
112670,0,5,3,9.0,0,9,9
55297,3,6,3,6.0,1,9,4
53631,2,2,2,9.8,0,0,4
101608,1,2,1,5.5,0,0,0
3975,2,10,3,6.6,0,8,7
68484,3,3,3,1.4,0,9,7
126728,2,5,0,1.2,1,9,5
86664,2,1,0,4.8,1,9,4
23127,6,10,2,7.0,0,8,4
106838,3,3,1,7.2,1,9,8
101560,4,2,1,0.7,0,0,0
30722,0,5,2,4.6,0,9,6
131965,1,6,0,3.6,1,9,6
139978,0,3,3,3.3,0,9,8
18343,5,10,2,9.8,0,8,3
119264,2,10,1,6.7,0,8,3
89243,0,7,2,2.1,0,9,4
60003,5,6,2,5.4,0,9,5
29555,5,2,2,8.2,0,0,6
102447,2,4,1,9.2,1,2,7
140642,1,5,1,9.5,0,9,8
85209,3,9,1,9.7,0,9,3
102549,3,4,2,9.4,0,2,7
103690,3,7,2,3.2,1,9,7
114499,4,10,2,1.4,0,8,9
109212,0,9,1,4.0,1,8,8
68744,6,4,1,7.3,0,2,7
142903,5,11,0,5.0,0,8,8
57350,5,12,0,0.7,0,8,4
84033,1,6,2,2.4,1,9,3
129632,0,12,1,0.9,0,8,5
22031,5,7,3,7.7,0,9,4
8743,4,10,3,2.2,0,8,8
43848,4,2,1,3.9,0,0,2
100086,2,10,2,3.7,0,8,6
131354,2,4,2,2.7,0,2,6
53764,4,3,0,3.0,0,9,4
113514,2,8,0,3.1,0,9,9
127914,2,7,3,9.6,1,9,5
11025,4,4,1,9.8,0,2,2
93564,5,6,1,3.1,0,9,5
19590,4,1,3,4.2,0,9,4
1134,5,3,3,3.2,1,9,7
127782,6,7,2,6.4,1,9,5
74037,4,5,2,5.3,0,9,8
57015,2,11,0,7.3,0,8,4
68283,5,3,1,1.3,0,9,7
138448,5,11,0,0.6,0,8,7
36099,5,7,0,0.9,0,9,7
136987,4,7,1,4.9,0,9,7
117993,1,7,0,9.9,0,9,3
60565,5,8,0,1.4,0,9,5
94693,6,9,0,5.7,0,9,5
118341,1,8,0,4.6,0,9,3
3368,3,9,1,6.0,1,8,7
57722,6,12,3,7.9,0,8,4
96708,3,2,0,6.7,0,0,6
132947,6,8,2,1.6,1,9,6
62756,4,1,2,0.0,1,9,6
106100,2,1,2,3.6,1,9,8
67262,2,12,2,9.5,0,8,6
141764,6,8,1,1.4,0,9,8
127920,3,8,0,0.1,0,9,5
19380,1,1,1,3.2,1,9,4
144835,6,5,3,7.8,0,9,9
137874,4,9,2,3.4,0,9,7
99726,2,9,2,7.8,0,9,6
61529,2,10,1,7.6,1,8,5
80239,1,9,0,3.9,0,9,2
90007,0,9,1,8.3,0,9,4
31429,5,7,1,5.1,0,9,6
135293,1,3,0,5.9,0,9,7
87179,0,2,1,6.2,0,0,4
6162,2,4,1,4.7,0,2,8
88917,1,6,2,9.6,1,9,4
1589,5,4,3,8.6,0,2,7
88259,6,5,0,3.9,0,9,4
91344,6,12,3,1.7,0,8,4
19283,0,1,0,3.5,0,9,4
142336,6,9,2,8.5,0,9,8
22435,5,8,3,8.0,1,9,4
20609,5,4,1,5.8,0,2,4
43332,5,1,0,2.4,1,9,9
100847,5,12,1,9.6,1,8,6
49239,3,3,3,1.7,0,9,3
19422,5,1,1,7.4,0,9,4
18712,3,11,2,6.6,0,8,3
77625,1,2,2,3.2,1,0,2
3117,4,8,3,1.0,0,9,7
73939,0,5,1,5.5,0,9,8
68621,0,4,0,5.0,0,2,7
67107,5,12,1,4.0,1,8,6
7581,5,7,3,6.3,0,9,8
25177,2,3,3,1.5,0,9,5
4750,1,12,3,3.9,0,8,7
29339,2,2,0,6.6,0,0,6
133902,5,10,3,6.9,0,8,6
88730,5,6,1,0.9,0,9,4
25271,2,4,0,0.8,1,2,5
106448,2,2,1,8.3,0,0,1
14441,4,1,0,0.5,0,9,3
124627,4,11,3,1.7,0,8,4
118265,3,7,3,7.1,0,9,3
101338,1,1,2,8.6,0,9,7
139734,5,3,0,8.9,0,9,8
61133,6,9,1,8.1,0,9,5
10815,1,3,3,8.9,0,9,9
2642,1,7,2,3.6,1,9,7
68251,1,3,0,8.1,0,9,7
74431,5,6,2,4.6,0,9,8
113801,2,8,3,1.8,0,9,9
144786,1,5,3,2.9,0,9,9
29435,2,2,1,6.2,0,0,6
25204,1,3,3,4.2,0,9,5
122499,6,6,1,9.4,0,9,4
36306,4,7,2,1.6,1,9,7
90609,1,10,3,8.4,1,8,4
62033,0,11,2,7.9,0,8,5
105703,5,12,2,4.0,1,8,7
127332,5,6,2,1.5,0,9,5
126512,6,4,1,9.7,0,2,5
137513,2,8,2,7.4,0,9,7
65802,4,9,0,3.8,0,9,6
14557,1,1,1,2.1,0,9,3
126099,2,3,1,8.5,0,9,5
88835,3,6,2,1.4,0,9,4
25680,0,5,0,1.6,1,9,5
125296,4,1,1,8.4,1,9,5
90907,2,11,2,8.1,0,8,4
109643,4,10,1,7.0,0,8,8
114517,6,10,2,3.2,1,8,9
3402,3,9,1,9.4,0,9,7
15347,3,3,1,0.9,0,9,3
11534,0,5,3,0.6,0,9,9
112119,1,4,2,4.0,1,2,2
104260,0,9,0,0.0,0,9,7
81523,4,12,1,2.0,1,8,9
120684,0,1,3,8.4,1,9,4
61382,1,10,0,2.9,0,8,5
68394,4,3,2,2.4,1,9,7
59308,0,4,3,6.1,0,2,5
127525,0,7,0,0.7,0,9,5
134757,0,1,0,2.1,0,9,7
69886,0,7,1,1.2,1,9,7
63267,4,2,3,1.0,0,0,6
53356,2,2,0,2.3,0,0,4
111166,6,2,0,8.9,0,0,2
76221,2,11,0,3.1,0,8,8
55721,5,7,3,8.3,0,9,4
47656,0,11,3,3.8,0,8,2
28295,3,11,2,2.5,0,8,5
134906,3,1,1,7.0,0,9,7
47143,5,10,2,2.6,0,8,9
123889,2,9,3,8.1,0,9,4
7174,3,6,3,5.7,0,9,8
50778,3,7,2,5.2,1,9,3
145363,2,8,1,0.4,1,9,9
33972,3,1,2,8.8,1,9,7
121591,3,4,0,8.8,1,2,4
105927,4,1,0,6.3,0,9,8
28848,5,12,3,7.7,0,8,5
71519,5,11,1,4.1,0,8,7
93267,6,5,2,3.5,0,9,5
144601,2,5,1,4.4,1,9,9
138813,4,11,3,7.1,0,8,7
18560,2,11,1,1.4,0,8,3
71748,3,11,3,7.0,0,8,7
47056,1,10,1,3.9,0,8,9
79101,4,6,1,0.4,1,9,2
144902,2,7,0,4.4,1,9,9
111346,6,2,2,6.9,0,0,2
142684,5,10,2,3.2,1,8,8
30890,0,6,0,1.3,0,9,6
119515,1,11,0,1.7,0,8,3
3247,6,9,0,3.9,0,9,7
132241,1,6,3,1.2,1,9,6
99030,2,7,3,8.4,1,9,6
72400,3,1,2,2.0,1,9,8
92120,1,2,2,9.1,0,0,5
103685,3,7,2,2.7,0,9,7
61779,6,11,0,2.5,0,8,5
42870,4,11,3,6.4,1,8,8
137371,0,8,1,3.2,1,9,7
1061,5,3,2,5.9,0,9,7
109093,6,9,0,2.1,0,9,8
127298,5,6,1,8.1,0,9,5
32292,4,9,2,1.2,1,8,6
3075,2,8,2,6.8,1,9,7
20439,3,3,3,8.9,0,9,4
98258,0,6,0,1.3,0,9,6
143658,0,1,0,0.3,0,9,9
135598,3,3,3,6.4,1,9,7
109754,3,10,2,8.1,0,8,8
101525,3,2,0,7.2,1,0,7
95135,3,10,0,9.8,0,8,5
137785,5,9,1,4.5,0,9,7
64642,1,6,0,8.1,0,9,6
132367,4,7,0,3.7,0,9,6
137170,1,7,3,3.2,1,9,7
23506,3,11,2,4.8,1,8,4
89931,3,9,1,0.7,0,9,4
57658,3,12,3,1.5,0,8,4
126377,6,4,0,6.2,0,2,5
1849,0,5,2,4.5,0,9,7
117665,6,6,1,7.2,1,9,3
20937,1,5,0,8.5,0,9,4
73143,3,3,1,6.1,0,9,8
86662,0,1,0,4.6,0,9,4
55239,0,6,3,0.2,0,9,4
41558,0,8,2,5.5,0,9,8
10788,2,3,3,6.2,0,9,9
145510,3,8,2,5.1,0,9,9
82126,6,1,3,2.2,0,9,3
78930,0,5,3,3.4,0,9,9
141264,6,7,0,1.5,0,9,8
61268,6,9,3,1.6,1,8,5
19563,5,1,3,1.5,0,9,4
19347,3,1,0,9.9,0,9,4
69860,3,7,0,8.6,0,9,7
31364,2,7,0,8.6,0,9,6
64714,6,6,1,5.3,0,9,6
143263,5,12,0,0.9,0,8,8
144526,0,5,0,6.9,0,9,9
107683,5,5,2,1.5,0,9,8
61003,5,9,0,5.1,0,9,5
463,5,2,0,6.2,0,0,0
111540,0,3,0,6.2,0,9,9
52559,3,12,0,2.8,1,8,3
73536,3,4,1,5.3,0,2,8
45343,3,6,0,3.0,0,9,2
40083,4,4,3,8.4,1,2,8
133362,5,9,2,3.0,0,9,6
9858,1,1,2,3.4,0,9,9
132405,2,7,0,7.5,0,9,6
36008,3,6,3,1.9,0,9,7
68133,2,2,3,6.4,1,0,7
116185,5,2,2,9.6,1,0,3
14796,4,1,3,6.0,1,9,3
87973,0,4,1,5.4,0,2,4
124033,6,10,1,2.4,1,8,4
95434,4,10,3,9.7,0,8,5
31573,3,7,2,9.5,0,9,6
134111,0,11,1,7.7,0,8,6
59337,1,4,3,9.0,0,2,5
6626,6,5,2,1.0,0,9,8
111810,0,3,3,3.2,1,9,9
87255,4,2,2,3.8,0,0,4
20305,4,3,2,5.5,0,9,4
101146,0,1,0,9.4,0,9,7
32690,2,10,2,0.9,0,8,6
16270,5,5,2,3.0,0,9,3
104892,2,10,2,3.1,0,8,7
35234,5,4,3,4.7,0,2,7
69058,5,5,0,8.6,0,9,7
64809,6,6,2,4.8,1,9,6
72696,1,2,1,1.5,0,0,1
19226,5,12,3,7.9,0,8,3
106724,1,3,0,5.8,0,9,8
88592,1,5,3,7.2,1,9,4
106118,4,1,2,5.4,0,9,8
28941,3,1,0,6.9,0,9,6
101292,6,1,2,4.0,1,9,7
9860,3,1,2,3.6,1,9,9
82716,4,3,1,1.0,0,9,3
78517,4,4,3,2.2,0,2,2
54630,5,5,0,9.4,0,9,4
78160,0,3,3,6.6,0,9,9
13427,0,10,1,9.4,0,8,9
119544,2,11,0,4.6,0,8,3
125841,4,2,3,2.8,1,0,5
4733,1,12,3,2.2,0,8,7
96141,2,12,3,0.2,0,8,5
29790,1,3,1,1.6,1,9,6
75386,4,8,3,9.9,0,9,8
37040,2,9,1,4.8,1,8,7
306,4,1,3,0.6,0,9,7
7828,6,8,2,0.9,0,9,8
109641,2,10,1,6.8,1,8,8
125213,6,1,1,0.1,0,9,5
71524,4,11,1,4.6,0,8,7
65223,3,7,2,6.1,0,9,6
131982,1,6,0,5.3,0,9,6
28870,4,12,3,9.9,0,8,5
134252,0,11,3,1.8,0,8,6
94273,0,8,0,3.8,0,9,5
138184,4,10,1,4.3,0,8,7
74965,4,7,3,7.9,0,9,8
68548,6,3,3,7.8,0,9,7
95912,5,12,0,7.3,0,8,5
19190,2,12,3,4.3,0,8,3
50712,4,7,1,8.6,0,9,3
52418,3,11,2,8.8,1,8,3
2442,4,7,0,3.6,1,9,7
38037,4,11,3,4.3,0,8,7
87079,2,2,0,6.2,0,0,4
20658,3,4,2,0.7,0,2,4
55175,5,6,2,3.8,0,9,4
41245,1,7,3,4.3,0,9,8
55654,6,7,3,1.6,1,9,4
66574,0,11,0,0.8,1,8,6
114674,5,10,3,8.9,0,8,9
68553,5,3,3,8.3,0,9,7
7123,2,6,3,0.6,0,9,8
100492,4,11,2,4.2,0,8,6
101123,6,1,0,7.1,0,9,7
5065,3,1,2,5.3,0,9,8
124607,1,11,2,9.7,0,8,4
9253,3,12,0,3.0,0,8,8
58529,4,2,3,8.4,1,0,5
42948,3,12,0,4.1,0,8,8
81101,4,11,0,9.9,0,8,2
97730,0,4,2,8.7,0,2,6
3957,1,10,3,4.8,1,8,7
113295,2,7,2,1.3,0,9,9
108442,6,7,1,7.2,1,9,8
96165,4,12,3,2.6,0,8,5
15523,6,3,2,8.5,0,9,3
116300,6,3,0,1.0,0,9,3
11755,3,6,1,2.6,0,9,2
94445,4,8,2,1.0,0,9,5
52581,2,12,0,5.0,0,8,3
144631,4,5,1,7.4,0,9,9
106473,5,2,2,0.8,1,0,1
9058,6,11,2,3.6,1,8,8
29263,4,1,3,9.1,0,9,6
44955,2,5,0,4.3,0,9,9
79912,6,8,1,1.3,0,9,9
138498,5,11,0,5.6,1,8,7
94406,4,8,1,7.1,0,9,5
138164,0,10,1,2.3,0,8,7
53378,2,2,0,4.5,0,0,4
18497,1,11,0,5.1,0,8,3
45517,3,6,2,0.4,1,9,2
11175,2,4,3,4.8,1,2,2
107701,0,5,2,3.3,0,9,8
18511,5,11,0,6.5,0,8,3
58882,1,3,3,3.6,1,9,5
114705,2,11,0,1.9,0,8,2
27020,3,8,1,5.3,0,9,5
88908,3,6,2,8.7,0,9,4
61860,1,11,1,0.6,0,8,5
32392,2,9,3,1.2,1,8,6
95279,0,10,2,4.2,0,8,5
30855,4,5,3,7.9,0,9,6
123695,5,9,1,8.7,0,9,4
17982,3,9,3,3.8,0,9,3
114489,6,10,2,0.4,1,8,9
124313,5,11,0,0.3,0,8,4
33970,1,1,2,8.6,0,9,7
122912,2,7,2,0.6,0,9,4
64710,1,6,1,4.9,0,9,6
52962,1,1,0,3.0,0,9,4
82896,5,3,2,9.0,0,9,3
130653,5,2,3,2.8,1,0,6
43147,6,12,2,4.0,1,8,8
75629,0,9,2,4.1,0,9,8
34482,2,2,3,9.7,0,0,0
91665,1,1,2,3.7,0,9,5
107940,4,6,0,7.1,0,9,8
30392,2,4,3,1.7,0,2,6
119946,5,12,0,4.7,0,8,3
97426,6,3,3,8.4,1,9,6
75470,5,9,0,8.2,0,9,8
114847,4,11,1,6.1,0,8,2
92199,1,2,3,7.0,0,0,5
66090,5,9,3,2.6,0,9,6
137266,2,8,0,2.7,0,9,7
53466,6,2,1,3.3,0,0,4
64370,4,5,2,1.0,0,9,6
54313,2,4,1,7.8,0,2,4
21677,5,7,0,2.3,0,9,4
32692,4,10,2,1.1,0,8,6
146329,0,12,2,6.8,1,8,9
125759,1,2,2,4.6,0,0,5
84850,3,8,2,3.9,0,9,3
68486,6,3,3,1.6,1,9,7
118395,5,8,1,0.0,0,9,3
111544,5,3,0,6.6,0,9,9
11685,1,6,0,5.6,1,9,2
64947,2,6,3,8.6,0,9,6
56915,2,10,3,7.4,0,8,4
53574,1,2,2,4.1,0,0,4
48382,2,1,2,6.2,0,9,3
29055,4,1,1,8.3,0,9,6
101108,1,1,0,5.6,1,9,7
129711,1,12,1,8.8,1,8,5
17685,5,9,0,4.1,0,9,3
76602,0,12,0,1.1,0,8,8
118304,4,8,0,0.9,0,9,3
91573,5,1,1,4.5,0,9,5
104998,1,10,3,3.7,0,8,7
82351,0,2,1,4.6,0,0,3
6885,1,6,0,6.8,1,9,8
4299,1,11,2,8.9,0,8,7
113089,4,7,0,0.7,0,9,9
126200,2,3,2,8.6,0,9,5
39063,2,2,1,6.6,0,0,1
16216,1,5,1,7.6,1,9,3
87322,3,2,3,0.5,0,0,4
83559,4,5,1,5.1,0,9,3
19151,3,12,3,0.4,1,8,3
21720,3,7,0,6.6,0,9,4
10932,0,4,1,0.5,0,2,2
92106,5,2,2,7.7,0,0,5
54765,5,5,2,2.9,0,9,4
144879,1,7,0,2.1,0,9,9
38109,3,12,0,1.4,0,8,7
807,4,3,0,0.5,0,9,7
141993,4,8,3,4.3,0,9,8
115412,0,12,3,2.5,0,8,9
88431,3,5,2,1.1,0,9,4
77679,6,2,2,8.6,0,0,2
112011,6,4,1,3.2,1,2,2
140935,3,6,0,8.7,0,9,8
50625,1,7,0,9.9,0,9,3
45114,4,5,2,0.2,0,9,9
124001,2,10,0,9.2,1,8,4
127171,1,6,0,5.4,0,9,5
37896,4,11,2,0.2,0,8,7
119058,5,9,3,6.2,0,9,3
77200,3,1,2,0.8,1,9,9
30856,6,5,3,8.0,1,9,6
64704,0,6,1,4.3,0,9,6
83469,5,5,0,6.1,0,9,3
129002,0,10,2,8.1,0,8,5
33246,2,11,3,6.4,1,8,6
44398,2,3,2,8.8,1,9,9
43005,4,12,0,9.8,0,8,8
132094,0,6,1,6.5,0,9,6
56011,4,8,2,7.2,1,9,4
84678,6,8,0,6.7,0,9,3
28360,0,11,2,9.0,0,8,5
99031,3,7,3,8.5,0,9,6
49447,4,4,1,2.4,1,2,3
90340,1,10,1,1.5,0,8,4
79364,2,6,3,6.7,0,9,2
44353,1,3,2,4.3,0,9,9
123753,1,9,2,4.5,0,9,4
130278,0,1,3,5.4,0,9,6
107458,5,4,3,9.1,0,2,8
140389,1,4,3,4.3,0,2,8
13684,6,11,0,5.0,0,8,2
108723,0,8,0,5.2,1,9,8
21221,4,5,3,6.9,0,9,4
28701,4,12,2,3.0,0,8,5
123107,1,8,0,0.0,0,9,4
53603,2,2,2,7.0,0,0,4
131854,1,5,3,2.6,0,9,6
104985,6,10,3,2.4,1,8,7
86603,3,12,3,8.8,1,8,3
56167,2,9,0,2.7,0,9,4
55777,6,8,0,3.8,0,9,4
73981,4,5,1,9.7,0,9,8
27824,3,10,1,5.5,0,8,5
54268,2,4,1,3.3,0,2,4
35449,0,5,1,6.1,0,9,7
83293,3,4,2,8.6,0,2,3
73316,1,3,3,3.4,0,9,8
27659,1,9,3,9.1,0,9,5
26112,6,6,0,4.7,0,9,5
34404,2,2,3,1.9,0,0,0
60504,5,7,3,5.4,0,9,5
8794,5,10,3,7.3,0,8,8
26172,3,6,1,0.7,0,9,5
84203,2,6,3,9.4,0,9,3
99686,1,9,2,3.8,0,9,6
132887,1,8,1,5.6,1,9,6
74856,2,7,2,7.0,0,9,8
57828,6,1,0,8.4,1,9,5
141818,4,8,1,6.8,1,9,8
16078,4,5,0,3.8,0,9,3
97497,4,4,0,5.4,0,2,6
13865,0,11,2,3.1,0,8,2
85377,2,9,3,6.5,0,9,3
8035,5,9,0,1.5,0,9,8
4911,0,1,0,9.9,0,9,8
67381,4,1,0,1.3,0,9,7
7708,4,8,0,8.9,0,9,8
118690,1,8,3,9.5,0,9,3
123173,6,8,0,6.6,0,9,4
101580,1,2,1,2.7,0,0,0
10547,3,3,1,2.1,0,9,9
16434,6,5,3,9.4,0,9,3
74237,2,6,0,5.2,1,9,8
110880,5,1,2,0.4,1,9,9
64672,2,6,1,1.1,0,9,6
39662,4,3,3,6.4,1,9,8
55411,5,7,0,7.3,0,9,4
38398,5,12,3,0.3,0,8,7
138182,2,10,1,4.1,0,8,7
77209,1,1,2,1.7,0,9,9
80984,4,10,3,8.3,0,8,9
144488,1,5,0,3.1,0,9,9
73690,5,4,3,0.7,0,2,8
99403,5,8,3,5.6,1,9,6
56420,3,9,2,8.0,1,8,4
99984,0,10,1,3.5,0,8,6
132483,1,7,1,5.3,0,9,6
63431,4,3,0,7.3,0,9,6
17016,3,7,1,7.4,0,9,3
82257,2,2,0,5.2,1,0,3
140303,0,4,2,5.7,0,2,8
93697,4,6,2,6.4,1,9,5
53967,5,3,2,3.3,0,9,4
60624,2,8,0,7.3,0,9,5
22364,0,8,3,0.9,0,9,4
125462,1,1,3,5.0,0,9,5
99829,4,9,3,8.1,0,9,6
72649,6,2,0,6.8,1,0,1
111305,3,2,2,2.8,1,0,2
108649,4,7,3,7.9,0,9,8
69986,6,7,2,1.2,1,9,7
102711,1,5,0,5.5,0,9,7
39763,5,4,0,6.4,1,2,8
4126,2,11,1,1.6,1,8,7
29120,1,1,2,4.8,1,9,6
96477,2,1,2,3.7,0,9,6
118200,6,7,3,0.6,0,9,3
104995,4,10,3,3.4,0,8,7
41707,4,9,0,0.3,0,9,8
136697,1,6,2,6.0,1,9,7
22268,0,8,2,1.3,0,9,4
114880,3,11,1,9.4,0,8,2
82146,3,1,3,4.2,0,9,3
123061,5,7,3,5.5,0,9,4
141828,2,8,1,7.8,0,9,8
98936,4,7,2,9.0,0,9,6
92830,1,4,1,9.9,0,2,5
310,2,1,3,1.0,0,9,7
29686,5,3,0,1.2,1,9,6
59862,4,6,1,1.3,0,9,5
107543,6,5,0,7.5,0,9,8
19545,5,1,2,9.7,0,9,4
36224,6,7,1,3.4,0,9,7
127829,0,7,3,1.1,0,9,5
39279,5,2,3,8.2,0,0,1
45549,1,6,2,3.6,1,9,2
140116,5,4,0,7.0,0,2,8
88224,5,5,0,0.4,1,9,4
19647,5,1,3,9.9,0,9,4
83866,3,6,0,5.7,0,9,3
13047,3,9,2,1.5,0,9,2
69337,2,5,3,6.5,0,9,7
113469,1,7,3,8.7,0,9,9
70766,5,9,1,9.0,0,9,7
92376,2,3,1,4.6,0,9,5
107629,1,5,1,6.1,0,9,8
51939,0,10,2,1.0,0,8,3
11137,3,4,3,1.0,0,2,2
42172,2,10,0,6.7,0,8,8
72373,5,1,1,9.3,0,9,8
94293,4,8,0,5.8,0,9,5
30752,3,5,2,7.6,1,9,6
26377,0,6,3,1.2,1,9,5
32552,5,10,0,7.1,0,8,6
39034,1,2,1,3.7,0,0,1
119592,6,11,0,9.4,0,8,3
65252,4,7,2,9.0,0,9,6
63359,5,3,0,0.1,0,9,6
101062,0,1,0,1.0,0,9,7
18260,6,10,2,1.5,0,8,3
121664,2,4,1,6.1,0,2,4
87756,2,3,3,3.8,0,9,4
108261,5,6,3,9.2,1,9,8
70878,4,9,3,0.2,0,9,7
6684,2,5,2,6.8,1,9,8
137167,4,7,3,2.9,0,9,7
18809,4,11,3,6.3,0,8,3
57565,0,12,2,2.2,0,8,4
50434,1,6,3,0.9,0,9,3
109750,5,10,2,7.7,0,8,8
57798,4,1,0,5.4,0,9,5
146034,0,10,3,7.4,0,8,9
80302,2,9,1,0.2,0,9,2
113874,2,8,3,9.1,0,9,9
97,4,1,0,9.7,0,9,7
63179,0,2,2,2.2,0,0,6
79823,1,8,0,2.4,1,9,9
127832,4,7,3,1.4,0,9,5
66838,0,11,2,7.2,1,8,6
117528,3,6,0,3.5,0,9,3
93910,3,7,0,7.6,1,9,5
75835,4,10,0,4.6,0,8,8
38631,2,1,1,3.5,0,9,8
8905,4,11,0,8.3,0,8,8
34326,4,2,2,4.1,0,0,0
106462,6,2,1,9.7,0,0,1
35751,6,6,0,6.2,0,9,7
31128,2,6,2,5.1,0,9,6
92498,1,3,2,6.8,1,9,5
79142,6,6,1,4.5,0,9,2
94054,0,7,2,2.0,1,9,5
84069,4,6,2,6.0,1,9,3
97553,3,4,1,1.0,0,2,6
41626,0,8,3,2.3,0,9,8
143684,5,1,0,2.9,0,9,9
29151,5,1,2,7.9,0,9,6
12017,1,6,3,8.8,1,9,2
31331,3,7,0,5.3,0,9,6
83665,4,5,2,5.7,0,9,3
40645,4,6,1,4.4,1,9,8
23247,1,10,3,9.0,0,8,4
120481,0,1,1,8.1,0,9,4
30853,2,5,3,7.7,0,9,6
121723,6,4,2,2.0,1,2,4
85449,1,10,0,3.6,1,8,3
33093,0,11,2,1.1,0,8,6
22812,6,9,3,5.6,1,9,4
43868,1,2,1,5.9,0,0,2
112502,1,5,2,2.2,0,9,9
86030,4,11,2,1.6,1,8,3
21302,1,6,0,4.9,0,9,4
50859,5,7,3,3.3,0,9,3
66510,3,10,3,4.5,0,8,6
30716,0,5,2,4.0,1,9,6
114655,2,10,3,7.0,0,8,9
32474,6,9,3,9.4,0,9,6
31458,0,7,1,8.0,1,9,6
12091,2,7,0,6.1,0,9,9
80969,0,10,3,6.8,1,8,9
137726,2,9,0,8.6,0,9,7
83875,0,6,0,6.6,0,9,3
50732,1,7,2,0.6,0,9,3
47509,6,11,1,9.1,0,8,2
66748,6,11,1,8.2,0,8,6
12294,3,7,2,6.4,1,9,9
1249,2,4,0,4.6,0,2,7
137955,6,9,3,1.5,0,9,7
23383,3,11,1,2.5,0,8,4
94283,6,8,0,4.8,1,9,5
103605,1,7,1,4.7,0,9,7
126016,3,3,1,0.2,0,9,5
64970,3,7,0,0.8,1,9,6
1736,6,5,1,3.2,1,9,7
121794,3,4,2,9.1,0,2,4
83784,5,5,3,7.6,1,9,3
10589,6,3,1,6.3,0,9,9
68910,2,4,3,3.9,0,2,7
133921,1,10,3,8.8,1,8,6
86083,0,11,2,6.9,0,8,3
11640,0,6,0,1.1,0,9,2
20857,6,5,0,0.5,0,9,4
3394,0,9,1,8.6,0,9,7
69724,1,6,3,5.1,0,9,7
25009,3,3,1,4.7,0,9,5
78404,4,4,2,0.9,0,2,2
41896,2,9,1,9.2,1,8,8
88546,6,5,3,2.6,0,9,4
125026,3,12,3,1.5,0,8,4
2538,4,7,1,3.2,1,9,7
29860,4,3,1,8.6,0,9,6
76426,6,11,2,3.6,1,8,8
71026,0,10,0,4.9,0,8,7
50101,6,5,3,7.7,0,9,3
101740,5,2,2,8.7,0,0,0
54916,4,5,3,8.0,1,9,4
25855,0,5,1,9.1,0,9,5
107898,1,6,0,2.9,0,9,8
138467,1,11,0,2.5,0,8,7
18423,6,10,3,7.8,0,8,3
97883,1,5,0,3.9,0,9,6
124270,0,10,3,6.1,0,8,4
20469,6,4,0,1.8,0,2,4
23187,3,10,3,3.0,0,8,4
116742,4,4,0,5.1,0,2,3
