,leap_year_condition,decade,predicted_year_digit,predicted_year
90872,0,204,1,2041
54505,0,217,9,2179
128100,0,198,1,1981
68239,0,186,5,1865
36363,0,207,1,2071
137224,0,218,9,2189
42823,0,211,9,2119
103082,0,182,5,1825
73762,0,217,9,2179
34532,0,184,5,1845
4784,0,217,9,2179
120812,0,191,5,1915
100829,0,197,1,1971
104570,0,211,9,2119
47880,0,196,1,1961
30304,0,202,1,2021
101600,0,194,1,1941
43974,0,206,1,2061
117616,0,192,1,1921
85062,0,185,5,1855
87858,0,183,5,1835
44074,0,216,9,2169
62403,1,204,8,2048
51669,0,214,9,2149
32285,0,200,1,2001
141176,1,212,2,2122
123797,0,208,1,2081
2908,0,190,5,1905
7549,0,213,9,2139
2698,1,209,2,2092
87540,0,192,1,1921
68973,0,180,5,1805
36701,0,201,1,2011
70394,0,201,1,2011
74664,0,187,5,1875
75868,0,187,5,1875
53973,0,203,1,2031
5562,0,214,9,2149
70908,1,213,2,2132
121507,1,180,8,1808
101406,0,215,9,2159
30668,1,199,8,1998
113603,1,192,8,1928
130509,1,198,8,1988
81760,0,215,9,2159
8547,0,192,1,1921
39195,0,209,1,2091
5232,0,181,5,1815
116246,0,215,9,2159
115612,1,192,8,1928
20170,1,192,8,1928
44724,0,201,1,2011
10428,0,180,5,1805
107401,0,213,9,2139
15133,1,209,2,2092
74581,1,219,2,2192
20031,0,218,9,2189
130050,0,192,1,1921
69193,0,202,1,2021
30994,0,191,5,1915
16694,0,205,1,2051
102261,0,180,5,1805
22771,0,211,9,2119
22422,0,216,9,2169
128211,1,209,2,2092
86294,0,187,5,1875
12889,0,185,5,1855
56031,1,209,2,2092
143156,0,210,1,2101
3260,1,185,8,1858
3252,1,184,8,1848
118977,0,208,1,2081
12643,1,201,8,2018
119734,1,203,8,2038
133224,1,189,8,1898
55652,0,211,9,2119
57267,0,212,9,2129
18233,1,198,8,1988
137393,0,195,1,1951
121968,1,186,8,1868
66930,1,216,2,2162
124439,0,192,1,1921
138544,0,190,5,1905
34027,0,214,9,2149
74122,0,213,9,2139
130214,0,209,1,2091
62238,0,188,5,1885
96647,0,180,5,1805
15401,0,196,1,1961
108311,0,184,5,1845
28846,0,217,9,2179
65615,1,205,8,2058
23542,1,208,2,2082
96861,1,202,8,2028
93693,1,206,8,2068
91488,1,186,8,1868
28459,0,218,9,2189
69944,0,197,1,1971
118224,0,213,9,2139
89918,0,189,5,1895
3600,1,219,2,2192
102564,0,210,1,2101
3925,1,211,2,2112
75092,0,190,5,1905
90432,0,200,1,2001
84623,1,181,8,1818
111275,0,199,1,1991
59159,1,201,8,2018
128609,0,208,1,2081
140740,0,209,1,2091
2221,1,201,8,2018
128029,0,191,5,1915
31767,1,188,8,1888
92939,1,210,2,2102
81909,0,190,5,1905
74663,0,187,5,1875
43370,0,186,5,1865
39607,0,210,1,2101
137292,0,185,5,1855
81963,0,195,1,1951
3067,1,206,8,2068
128450,0,193,1,1931
40465,0,216,9,2169
135319,0,188,5,1885
54747,0,201,1,2011
61589,1,203,8,2038
143458,1,200,8,2008
91620,1,199,8,1998
74497,1,211,2,2112
138993,0,195,1,1951
85315,0,210,1,2101
38298,0,200,1,2001
114044,1,196,8,1968
139611,0,216,9,2169
60228,0,187,5,1875
19707,0,185,5,1855
4906,0,189,5,1895
57657,0,211,9,2119
20306,1,205,8,2058
137391,1,195,8,1958
37472,0,197,1,1971
69171,0,199,1,1991
35387,0,189,5,1895
125890,0,217,9,2179
26465,0,220,9,2209
16019,1,218,2,2182
7816,0,199,1,1991
89953,0,192,1,1921
123458,0,215,9,2159
100077,1,202,8,2028
64840,0,207,1,2071
21383,0,193,1,1931
63415,0,185,5,1855
56932,0,219,9,2199
118804,1,190,8,1908
37473,1,198,8,1988
37714,1,182,8,1828
96649,1,180,8,1808
290,0,209,1,2091
18643,0,199,1,1991
44350,1,204,8,2048
71482,1,190,8,1908
121725,0,202,1,2021
43268,0,216,9,2169
16904,0,186,5,1865
93969,0,193,1,1931
114729,0,184,5,1845
26750,1,208,2,2082
146144,0,188,5,1885
86694,0,187,5,1875
88068,0,204,1,2041
67223,1,205,8,2058
105986,0,192,1,1921
82627,0,182,5,1825
41357,0,185,5,1855
5969,0,215,9,2159
88537,0,211,9,2119
124454,1,194,8,1948
100157,1,210,2,2102
101855,0,180,5,1805
127629,0,191,5,1915
23265,0,180,5,1805
113463,0,218,9,2189
47097,1,198,8,1988
34418,0,213,9,2139
119211,0,191,5,1915
145904,1,204,8,2048
57425,0,188,5,1885
36502,0,181,5,1815
17903,0,205,1,2051
31441,0,196,1,1961
50435,0,211,9,2119
117399,0,210,1,2101
68928,0,215,9,2159
83211,1,200,8,2008
27107,1,204,8,2048
109220,1,194,8,1948
74314,0,192,1,1921
110563,1,208,2,2082
71929,0,195,1,1951
13636,0,180,5,1805
60733,0,198,1,1981
112025,0,194,1,1941
6762,0,214,9,2149
15756,0,191,5,1915
61720,0,216,9,2169
79540,0,194,1,1941
119966,0,186,5,1865
15863,1,202,8,2028
143930,0,207,1,2071
13033,0,200,1,2001
20782,0,213,9,2139
18285,1,204,8,2048
118538,0,204,1,2041
73419,1,183,8,1838
127404,0,208,1,2081
142168,0,191,5,1915
31151,0,207,1,2071
42770,1,206,8,2068
136496,0,185,5,1855
4222,1,201,8,2018
122367,0,186,5,1865
64431,0,207,1,2071
138295,0,205,1,2051
145774,0,191,5,1915
130170,0,204,1,2041
68735,1,196,8,1968
140995,0,194,1,1941
34193,1,190,8,1908
21554,0,210,1,2101
6233,0,201,1,2011
114605,1,212,2,2122
62317,0,196,1,1961
131822,0,209,1,2091
5189,0,217,9,2179
17599,1,215,2,2152
49581,0,205,1,2051
19769,1,192,8,1928
30885,1,180,8,1808
45852,0,193,1,1931
3377,0,196,1,1961
7022,0,200,1,2001
41020,0,191,5,1915
74778,1,199,8,1998
82715,0,190,5,1905
21516,0,206,1,2061
106165,0,210,1,2101
141466,0,201,1,2011
108297,0,182,5,1825
79615,0,201,1,2011
47037,1,192,8,1928
41382,0,187,5,1875
77352,1,216,2,2162
103933,0,187,5,1875
124958,0,204,1,2041
3274,0,186,5,1865
121470,1,216,2,2162
66005,0,204,1,2041
75217,0,203,1,2031
108686,0,181,5,1815
89586,0,196,1,1961
59351,0,180,5,1805
65028,0,186,5,1865
104950,0,208,1,2081
138787,0,214,9,2149
736,0,213,9,2139
118133,0,203,1,2031
24105,0,184,5,1845
31945,0,206,1,2061
104372,1,191,8,1918
42656,0,195,1,1951
28668,0,199,1,1991
45773,0,185,5,1855
68840,0,206,1,2061
69825,0,185,5,1855
29103,0,203,1,2031
45448,0,193,1,1931
108474,1,200,8,2008
131706,0,197,1,1971
108861,0,199,1,1991
54593,0,185,5,1855
100132,0,208,1,2081
42782,1,207,2,2072
1590,0,218,9,2189
114621,1,213,2,2132
38254,0,195,1,1951
55626,1,208,2,2082
9855,0,203,1,2031
51328,0,180,5,1805
50370,0,204,1,2041
118524,0,202,1,2021
127017,0,210,1,2101
99213,0,196,1,1961
119268,0,197,1,1971
141203,0,215,9,2159
29213,0,214,9,2149
56344,1,200,8,2008
23123,0,206,1,2061
129867,1,214,2,2142
12740,0,210,1,2101
2681,0,207,1,2071
16383,0,214,9,2149
113767,1,208,2,2082
1366,0,196,1,1961
140821,0,217,9,2179
32843,0,216,9,2169
68215,0,184,5,1845
4653,0,204,1,2041
91984,0,195,1,1951
4289,0,207,1,2071
139385,0,194,1,1941
40628,0,192,1,1921
19620,1,217,2,2172
46644,1,192,8,1928
30632,1,195,8,1958
106075,0,201,1,2011
144167,0,191,5,1915
105580,0,191,5,1915
358,0,215,9,2159
76703,1,191,8,1918
636,0,203,1,2031
4164,0,195,1,1951
74782,1,199,8,1998
14270,0,203,1,2031
135992,0,215,9,2159
135152,1,186,8,1868
42937,0,183,5,1835
124539,0,202,1,2021
34930,0,184,5,1845
24812,0,215,9,2159
48525,1,180,8,1808
77555,0,196,1,1961
47111,0,199,1,1991
62168,0,181,5,1815
76715,1,192,8,1928
37800,0,190,5,1905
62506,0,215,9,2159
75863,0,187,5,1875
35972,0,208,1,2081
121715,1,201,8,2018
55132,0,199,1,1991
114589,1,210,2,2102
8004,0,218,9,2189
31384,0,190,5,1905
9608,0,218,9,2189
64660,0,189,5,1895
84742,0,193,1,1931
124695,0,218,9,2189
65334,1,217,2,2172
112386,0,190,5,1905
144196,1,194,8,1948
51706,0,217,9,2179
89213,0,199,1,1991
99623,0,197,1,1971
62788,1,203,8,2038
136132,1,189,8,1898
915,0,191,5,1915
29529,1,205,8,2058
6632,1,201,8,2018
141524,0,207,1,2071
113078,0,219,9,2199
3214,0,180,5,1805
14310,0,207,1,2071
141004,1,195,8,1958
137790,0,195,1,1951
97203,0,196,1,1961
15004,0,196,1,1961
44101,1,219,2,2192
110662,0,218,9,2189
30856,1,218,2,2182
34140,0,185,5,1855
18700,0,205,1,2051
12877,0,184,5,1845
87802,1,218,2,2182
91527,0,189,5,1895
89951,0,192,1,1921
107634,0,196,1,1961
35594,0,210,1,2101
90596,0,217,9,2179
46391,1,207,2,2072
123644,1,193,8,1938
28049,1,218,2,2182
28508,0,183,5,1835
96276,1,183,8,1838
84393,0,198,1,1981
24750,0,208,1,2081
69129,0,195,1,1951
19608,1,216,2,2162
34583,0,189,5,1895
132333,0,180,5,1805
142818,0,216,9,2169
74874,1,208,2,2082
135618,1,218,2,2182
121166,1,186,8,1868
105346,1,208,2,2082
135383,0,194,1,1941
131572,1,184,8,1848
23056,0,199,1,1991
104471,0,201,1,2011
114700,0,181,5,1815
98175,0,213,9,2139
120419,0,191,5,1915
127950,0,183,5,1835
18373,1,212,2,2122
134935,0,199,1,1991
67531,0,196,1,1961
145744,1,188,8,1888
47436,0,191,5,1915
48650,0,192,1,1921
129146,1,182,8,1828
58779,0,203,1,2031
24694,0,203,1,2031
41159,0,205,1,2051
119920,0,182,5,1825
36442,1,215,2,2152
121308,0,200,1,2001
25765,0,190,5,1905
27860,0,199,1,1991
23009,1,195,8,1958
91685,0,205,1,2051
78383,1,198,8,1988
93042,0,181,5,1815
64857,1,209,2,2092
87436,0,181,5,1815
55373,0,183,5,1835
12789,0,215,9,2159
120509,0,200,1,2001
4793,0,218,9,2189
83889,1,188,8,1888
42984,0,187,5,1875
34460,0,217,9,2179
95748,0,211,9,2119
31484,0,200,1,2001
116047,0,195,1,1951
6909,1,189,8,1898
44283,0,197,1,1971
36272,0,198,1,1981
84304,0,189,5,1895
83245,0,203,1,2031
23675,1,181,8,1818
126421,0,190,5,1905
142282,0,203,1,2031
95888,0,184,5,1845
40438,0,213,9,2139
38260,0,196,1,1961
2138,0,193,1,1931
56837,1,209,2,2092
122676,0,217,9,2179
128398,0,187,5,1875
46616,0,190,5,1905
72999,0,181,5,1815
25778,0,191,5,1915
112747,0,186,5,1865
31162,0,208,1,2081
94304,0,186,5,1865
13544,0,211,9,2119
118916,1,202,8,2028
3403,0,199,1,1991
85859,0,184,5,1845
74897,0,211,9,2119
33142,1,206,8,2068
59679,0,213,9,2139
121781,0,207,1,2071
60107,0,215,9,2159
65030,1,186,8,1868
133920,0,218,9,2189
79441,0,184,5,1845
131801,0,207,1,2071
144381,0,212,9,2129
26001,0,213,9,2139
68237,0,186,5,1865
49096,0,197,1,1971
14611,0,197,1,1971
137442,0,200,1,2001
57507,1,196,8,1968
31467,0,198,1,1981
118047,0,195,1,1951
90290,0,186,5,1865
58942,1,219,2,2192
128325,0,180,5,1805
67887,0,191,5,1915
113679,1,199,8,1998
30827,0,215,9,2159
129642,0,191,5,1915
80234,0,183,5,1835
35554,0,206,1,2061
98547,0,210,1,2101
63977,0,201,1,2011
17229,0,218,9,2189
38314,0,201,1,2011
3521,0,211,9,2119
16809,1,216,2,2162
64365,0,200,1,2001
53635,0,210,1,2101
74995,1,180,8,1808
20462,0,181,5,1815
54984,0,184,5,1845
22045,0,219,9,2199
89946,0,192,1,1921
135621,0,218,9,2189
13299,0,186,5,1865
53118,0,198,1,1981
65329,0,216,9,2169
35200,0,211,9,2119
130750,1,182,8,1828
116861,0,197,1,1971
90468,0,204,1,2041
58245,0,190,5,1905
108084,0,201,1,2011
10065,1,184,8,1848
125536,0,182,5,1825
40816,0,211,9,2119
143913,0,205,1,2051
136553,1,191,8,1918
4266,1,205,8,2058
27170,0,210,1,2101
145029,0,197,1,1971
46659,0,194,1,1941
135035,0,209,1,2091
132039,0,191,5,1915
18401,1,215,2,2152
97545,0,190,5,1905
108595,0,212,9,2129
116161,1,207,2,2072
40728,0,202,1,2021
126540,0,202,1,2021
40594,0,189,5,1895
38816,1,212,2,2122
106453,1,198,8,1988
9273,0,185,5,1855
11781,1,195,8,1958
108651,0,218,9,2189
77635,0,204,1,2041
54568,1,183,8,1838
55388,0,185,5,1855
121721,0,201,1,2011
70489,0,211,9,2119
56466,0,212,9,2129
62974,0,181,5,1815
89980,1,195,8,1958
115523,0,183,5,1835
83400,0,219,9,2199
104208,0,214,9,2149
53270,0,213,9,2139
41679,1,217,2,2172
29684,0,181,5,1815
126935,0,201,1,2011
132330,0,180,5,1805
117045,0,215,9,2159
115417,0,213,9,2139
145317,0,185,5,1855
117988,0,189,5,1895
102490,0,203,1,2031
1855,0,205,1,2051
4019,0,180,5,1805
132625,0,209,1,2091
90706,1,188,8,1888
69535,0,196,1,1961
42086,0,218,9,2189
142837,0,218,9,2189
113008,0,212,9,2129
12475,1,184,8,1848
1767,0,196,1,1961
135713,0,187,5,1875
17205,0,216,9,2169
135352,0,191,5,1915
99531,0,188,5,1885
24162,0,190,5,1905
111955,1,187,8,1878
92007,0,197,1,1971
36230,1,194,8,1948
132592,0,206,1,2061
25255,0,219,9,2199
112926,0,204,1,2041
36927,0,183,5,1835
59725,0,217,9,2179
135943,1,210,2,2102
39901,0,200,1,2001
64043,1,208,2,2082
108768,0,189,5,1895
104831,0,197,1,1971
25425,0,196,1,1961
54016,0,208,1,2081
114314,0,182,5,1825
68310,1,194,8,1948
28907,0,183,5,1835
44179,0,186,5,1865
47399,0,188,5,1885
7245,0,182,5,1825
40911,0,180,5,1805
92363,0,193,1,1931
37671,0,217,9,2179
105672,0,200,1,2001
101557,1,190,8,1908
26986,0,191,5,1915
11824,0,199,1,1991
76341,0,195,1,1951
80289,0,188,5,1885
8081,0,186,5,1865
16010,0,217,9,2179
77933,0,193,1,1931
4395,0,218,9,2189
96543,0,210,1,2101
49761,0,183,5,1835
125585,1,187,8,1878
95999,1,196,8,1968
121132,0,183,5,1835
54920,1,218,2,2182
25970,0,210,1,2101
91932,0,190,5,1905
72513,0,213,9,2139
44029,1,212,2,2122
32264,1,198,8,1988
45113,0,200,1,2001
91826,0,219,9,2199
139833,1,198,8,1988
12621,0,199,1,1991
94727,0,189,5,1895
21188,1,213,2,2132
28813,0,214,9,2149
66710,1,194,8,1948
105491,1,182,8,1828
24123,0,186,5,1865
85082,0,187,5,1875
26756,0,209,1,2091
70431,1,205,8,2058
39358,1,186,8,1868
95111,0,187,5,1875
87539,0,192,1,1921
15356,0,191,5,1915
133358,0,202,1,2021
64595,0,183,5,1835
38452,0,215,9,2159
70864,1,208,2,2082
126533,0,201,1,2011
64812,0,205,1,2051
72810,0,202,1,2021
45245,0,213,9,2139
46527,0,181,5,1815
48289,0,196,1,1961
61180,1,202,8,2028
101517,1,186,8,1868
86823,0,200,1,2001
53462,0,192,1,1921
82506,0,210,1,2101
52982,0,185,5,1855
84764,0,195,1,1951
122087,0,198,1,1981
18,0,181,5,1815
59180,0,203,1,2031
63453,0,189,5,1895
140122,1,187,8,1878
126324,0,180,5,1805
87647,0,202,1,2021
8419,0,219,9,2199
60144,0,219,9,2199
75131,1,194,8,1948
102767,0,191,5,1915
52945,0,181,5,1815
112611,0,213,9,2139
19084,0,203,1,2031
30691,0,201,1,2011
110568,0,209,1,2091
75660,1,207,2,2072
87277,1,206,8,2068
75356,0,216,9,2169
105535,1,187,8,1878
132280,0,215,9,2159
98275,0,183,5,1835
90726,0,190,5,1905
65877,0,191,5,1915
40839,0,213,9,2139
137798,0,195,1,1951
101628,0,197,1,1971
79644,0,204,1,2041
17816,1,197,8,1978
140546,0,189,5,1895
119148,0,185,5,1855
128035,1,191,8,1918
143740,0,188,5,1885
106527,0,206,1,2061
92546,1,211,2,2112
40099,0,220,9,2209
20969,0,191,5,1915
37597,1,210,2,2102
74878,1,209,2,2092
28866,0,219,9,2199
17839,0,199,1,1991
52603,1,187,8,1878
10027,0,180,5,1805
93751,0,211,9,2119
101748,0,209,1,2091
41736,1,183,8,1838
115297,0,201,1,2011
29013,0,194,1,1941
56204,1,186,8,1868
49654,0,213,9,2139
74340,0,195,1,1951
90644,0,181,5,1815
133782,0,204,1,2041
120088,0,198,1,1981
89432,0,180,5,1805
123353,0,204,1,2041
33862,0,197,1,1971
89434,0,181,5,1815
96492,1,205,8,2058
36653,0,196,1,1961
83746,0,213,9,2139
61793,0,183,5,1835
29008,1,193,8,1938
82346,0,194,1,1941
24149,0,188,5,1885
130722,0,219,9,2199
73955,0,197,1,1971
38404,0,210,1,2101
46886,0,217,9,2179
44987,0,187,5,1875
3236,1,182,8,1828
139430,0,198,1,1981
44147,0,183,5,1835
63476,0,191,5,1915
47324,0,180,5,1805
81068,0,186,5,1865
29820,0,194,1,1941
18805,0,215,9,2159
74759,0,197,1,1971
108623,0,215,9,2159
133688,0,195,1,1951
127166,0,184,5,1845
72491,0,211,9,2119
5643,0,182,5,1825
12336,0,210,1,2101
59160,0,201,1,2011
139979,0,213,9,2139
11749,1,192,8,1928
8399,0,217,9,2179
113037,1,215,2,2152
85566,0,195,1,1951
128781,1,186,8,1868
92859,1,202,8,2028
75292,0,210,1,2101
127720,0,200,1,2001
80158,0,215,9,2159
101582,0,192,1,1921
2347,0,214,9,2149
140457,0,181,5,1815
66491,0,212,9,2129
106391,0,192,1,1921
17540,0,209,1,2091
123697,0,198,1,1981
56033,0,209,1,2091
58074,0,213,9,2139
8147,0,192,1,1921
10165,1,194,8,1948
91417,0,219,9,2199
67518,0,195,1,1951
26040,1,217,2,2172
103722,1,206,8,2068
4687,1,207,2,2072
13229,0,219,9,2199
30485,0,180,5,1805
68654,0,188,5,1885
127929,0,181,5,1815
96241,0,180,5,1805
51181,0,205,1,2051
144571,0,191,5,1915
137214,1,217,2,2172
98104,1,206,8,2068
69993,0,201,1,2011
54588,1,185,8,1858
62794,0,203,1,2031
134079,0,194,1,1941
122181,0,207,1,2071
76581,0,219,9,2199
40532,0,183,5,1835
146387,0,212,9,2129
106738,1,187,8,1878
97061,0,181,5,1815
133188,1,185,8,1858
16574,0,193,1,1931
106844,0,197,1,1971
122557,1,205,8,2058
66114,0,215,9,2159
12482,0,185,5,1855
132302,0,217,9,2179
110189,0,211,9,2119
138770,1,212,2,2122
24359,0,209,1,2091
143409,0,195,1,1951
18859,1,181,8,1818
70458,0,208,1,2081
50251,0,192,1,1921
36505,0,181,5,1815
40640,0,193,1,1931
52705,0,197,1,1971
4677,0,206,1,2061
112591,0,211,9,2119
102729,0,187,5,1875
42932,0,182,5,1825
26418,0,215,9,2159
80639,0,183,5,1835
10220,0,199,1,1991
39765,0,186,5,1865
87773,0,215,9,2159
123170,0,186,5,1865
44961,0,184,5,1845
24565,1,190,8,1908
119706,1,200,8,2008
88939,0,211,9,2119
113484,0,180,5,1805
73524,0,194,1,1941
133809,1,207,2,2072
59737,0,218,9,2189
7773,0,195,1,1951
84319,0,190,5,1905
50123,0,219,9,2199
21928,0,207,1,2071
99044,0,219,9,2199
10597,0,197,1,1971
89658,0,203,1,2031
21275,0,182,5,1825
52169,0,183,5,1835
69504,0,193,1,1931
22588,1,193,8,1938
65906,0,194,1,1941
117051,1,216,2,2162
92455,0,202,1,2021
100605,0,215,9,2159
132434,1,190,8,1908
29346,0,187,5,1875
127559,0,184,5,1845
48476,1,215,2,2152
103069,1,181,8,1818
105945,0,188,5,1885
18838,1,219,2,2192
127760,0,204,1,2041
37344,0,185,5,1855
24705,1,204,8,2048
91505,0,187,5,1875
103342,0,208,1,2081
90435,0,201,1,2011
35475,0,198,1,1981
139633,0,218,9,2189
132588,0,205,1,2051
57017,0,187,5,1875
21236,1,218,2,2182
21593,1,214,2,2142
115619,0,193,1,1931
135539,0,210,1,2101
109884,0,181,5,1815
106697,0,183,5,1835
132694,1,216,2,2162
72777,1,199,8,1998
70756,1,198,8,1988
25064,0,200,1,2001
14066,0,183,5,1835
45625,1,211,2,2112
140506,0,185,5,1855
104207,1,214,2,2142
66624,0,185,5,1855
94183,0,214,9,2149
20348,0,209,1,2091
46697,0,198,1,1981
85981,0,196,1,1961
20285,0,203,1,2031
89719,1,209,2,2092
85664,0,205,1,2051
141512,0,206,1,2061
94051,0,201,1,2011
20937,0,188,5,1885
8327,0,210,1,2101
8647,0,202,1,2021
133746,0,201,1,2011
95694,1,205,8,2058
65592,0,202,1,2021
99207,1,196,8,1968
131577,0,184,5,1845
81045,0,184,5,1845
77002,0,181,5,1815
127292,0,197,1,1971
65822,0,185,5,1855
76024,0,203,1,2031
86578,0,216,9,2169
46780,1,206,8,2068
131254,0,192,1,1921
4151,0,194,1,1941
85569,1,195,8,1958
14542,0,190,5,1905
128218,0,209,1,2091
76493,0,210,1,2101
40364,1,206,8,2068
22108,0,185,5,1855
116687,0,219,9,2199
124181,1,207,2,2072
129138,1,181,8,1818
55752,0,181,5,1815
117749,1,205,8,2058
11109,0,208,1,2081
10964,0,193,1,1931
108106,0,203,1,2031
20915,0,186,5,1865
26082,0,181,5,1815
128424,1,190,8,1908
68868,0,209,1,2091
103015,0,215,9,2159
35368,1,188,8,1888
103027,0,217,9,2179
17130,1,208,2,2082
46415,0,210,1,2101
69398,0,182,5,1825
145815,0,195,1,1951
62818,0,206,1,2061
81346,1,214,2,2142
111915,1,183,8,1838
80805,1,200,8,2008
51783,0,185,5,1855
77653,1,206,8,2068
49358,0,183,5,1835
67413,0,184,5,1845
66604,0,183,5,1835
145552,0,209,1,2091
122870,1,196,8,1968
75301,0,211,9,2119
106371,0,190,5,1905
9428,0,200,1,2001
60,1,186,8,1868
97115,0,187,5,1875
141838,1,198,8,1988
5745,0,193,1,1931
119504,0,180,5,1805
141010,0,196,1,1961
94782,0,194,1,1941
63740,0,218,9,2189
56697,1,195,8,1958
21787,0,193,1,1931
79408,0,181,5,1815
817,0,181,5,1815
41133,0,203,1,2031
51882,0,195,1,1951
125517,1,180,8,1808
81882,0,187,5,1875
85953,0,193,1,1931
12557,0,192,1,1921
127973,0,185,5,1855
132232,0,210,1,2101
138470,1,182,8,1828
4595,1,198,8,1988
3190,0,218,9,2189
19191,1,214,2,2142
139642,0,219,9,2199
107161,0,189,5,1895
34374,0,208,1,2081
935,0,193,1,1931
140515,1,186,8,1868
30828,1,215,2,2152
65969,0,200,1,2001
26373,1,210,2,2102
4330,1,212,2,2122
43109,0,200,1,2001
96872,0,203,1,2031
92910,0,207,1,2071
24971,0,190,5,1905
129057,1,213,2,2132
134940,1,200,8,2008
37352,0,185,5,1855
31598,1,212,2,2122
144179,0,192,1,1921
128024,0,190,5,1905
74749,0,196,1,1961
87144,0,192,1,1921
137041,0,200,1,2001
137385,0,194,1,1941
126439,1,192,8,1928
75934,0,194,1,1941
86668,1,185,8,1858
81295,0,209,1,2091
9669,0,184,5,1845
75471,0,188,5,1885
78282,0,188,5,1885
78121,0,212,9,2129
51795,0,186,5,1865
137746,0,190,5,1905
136719,0,208,1,2081
48702,0,198,1,1981
53396,0,186,5,1865
71181,1,200,8,2008
42295,0,199,1,1991
8239,0,201,1,2011
33634,0,215,9,2159
36203,0,191,5,1915
136177,0,194,1,1941
34665,0,197,1,1971
55290,0,215,9,2159
47090,0,197,1,1971
130450,0,192,1,1921
13728,0,189,5,1895
68743,1,197,8,1978
112283,0,180,5,1805
53675,0,214,9,2149
85720,0,210,1,2101
58731,0,198,1,1981
40544,0,184,5,1845
666,0,206,1,2061
139587,0,214,9,2149
124886,0,197,1,1971
14734,0,209,1,2091
86284,0,186,5,1865
103052,1,219,2,2192
33329,0,184,5,1845
116842,0,195,1,1951
94123,0,208,1,2081
18450,1,180,8,1808
51787,0,185,5,1855
93986,1,195,8,1958
143145,1,209,2,2092
133097,0,216,9,2169
48709,1,198,8,1988
70507,1,213,2,2132
75792,0,180,5,1805
26046,0,218,9,2189
35317,0,182,5,1825
115599,0,191,5,1915
66056,1,209,2,2092
26463,0,219,9,2199
24419,0,215,9,2159
91207,1,198,8,1988
44216,0,190,5,1905
24498,0,183,5,1835
21017,0,196,1,1961
103993,0,193,1,1931
48602,0,188,5,1885
45555,0,204,1,2041
48233,0,191,5,1915
85601,1,198,8,1988
62391,1,203,8,2038
84295,0,188,5,1885
110847,0,197,1,1971
119510,1,181,8,1818
1823,0,201,1,2011
132287,0,215,9,2159
10920,0,189,5,1895
130289,0,216,9,2169
125521,1,180,8,1808
50614,1,188,8,1888
53928,0,199,1,1991
99950,0,190,5,1905
119673,0,197,1,1971
114903,0,201,1,2011
120182,0,208,1,2081
55824,0,188,5,1885
33913,0,202,1,2021
46070,1,215,2,2152
65397,0,183,5,1835
112837,1,195,8,1958
105808,0,214,9,2149
71774,1,219,2,2192
31416,0,193,1,1931
22330,0,207,1,2071
51899,0,197,1,1971
39951,1,205,8,2058
130072,1,194,8,1948
46570,0,185,5,1855
116411,0,192,1,1921
127194,0,187,5,1875
127986,0,186,5,1865
123525,0,181,5,1815
44192,0,188,5,1885
119707,0,200,1,2001
115062,1,217,2,2172
96344,1,190,8,1908
107108,0,184,5,1845
32374,0,209,1,2091
6094,0,187,5,1875
5444,0,203,1,2031
47593,0,207,1,2071
44851,1,214,2,2142
66146,0,218,9,2189
91853,1,182,8,1828
114992,0,210,1,2101
58907,0,216,9,2169
14976,0,193,1,1931
51990,0,206,1,2061
50000,1,207,2,2072
16862,1,182,8,1828
97351,0,210,1,2101
107495,0,182,5,1825
51758,0,182,5,1825
2573,0,196,1,1961
91193,0,196,1,1961
99749,0,210,1,2101
113587,1,190,8,1908
119283,0,198,1,1981
57801,0,185,5,1855
79645,0,204,1,2041
101341,0,208,1,2081
31080,0,200,1,2001
110218,1,214,2,2142
130623,0,209,1,2091
129547,1,182,8,1828
19962,0,211,9,2119
95930,0,189,5,1895
115876,1,218,2,2182
118480,0,198,1,1981
30134,0,185,5,1855
131342,0,201,1,2011
50881,0,215,9,2159
106403,0,193,1,1931
16813,1,217,2,2172
34272,0,198,1,1981
73586,0,200,1,2001
105299,0,203,1,2031
38354,0,205,1,2051
118521,0,202,1,2021
46177,0,186,5,1865
30972,0,189,5,1895
101404,1,215,2,2152
75757,0,216,9,2169
41000,0,189,5,1895
48652,0,193,1,1931
125624,0,191,5,1915
27496,1,202,8,2028
116739,1,184,8,1848
111489,0,181,5,1815
129529,0,180,5,1805
45691,0,217,9,2179
126505,0,199,1,1991
125459,0,214,9,2149
138118,0,187,5,1875
3515,0,210,1,2101
93570,0,193,1,1931
4704,0,209,1,2091
63520,0,196,1,1961
56309,0,196,1,1961
48499,0,217,9,2179
54116,0,218,9,2189
107418,0,215,9,2159
61322,0,217,9,2179
89666,0,204,1,2041
138988,0,194,1,1941
87668,0,205,1,2051
83433,0,182,5,1825
136168,1,193,8,1938
1778,0,197,1,1971
38926,0,182,5,1825
90864,0,203,1,2031
88216,0,219,9,2199
89371,0,214,9,2149
57089,0,194,1,1941
25555,1,209,2,2092
112012,0,193,1,1931
81940,1,193,8,1938
20712,0,206,1,2061
20439,0,218,9,2189
112722,0,184,5,1845
39890,0,199,1,1991
113609,0,192,1,1921
102133,0,207,1,2071
61915,0,196,1,1961
77862,1,186,8,1868
61547,0,199,1,1991
141274,0,182,5,1825
11968,0,213,9,2139
4312,0,210,1,2101
139057,0,201,1,2011
33399,1,191,8,1918
