,leap_year_condition,decade,decade4,predicted_year_digit,predicted_year
74113,0,212,0,6,2126
112315,0,183,1,9,1839
144743,0,208,0,6,2086
114459,0,197,1,7,1977
118714,0,181,1,9,1819
35324,1,183,1,2,1832
113760,0,207,1,7,2077
50199,0,187,1,9,1879
48046,0,212,0,6,2126
70146,1,217,1,2,2172
130455,0,193,1,7,1937
32540,0,185,1,9,1859
102505,0,205,1,7,2057
130434,0,190,0,6,1906
21914,1,206,0,8,2068
135054,0,211,1,7,2117
74491,0,210,0,6,2106
39667,0,216,0,6,2166
17371,1,192,0,8,1928
49781,0,185,1,9,1859
104411,0,195,1,7,1957
34474,0,218,0,6,2186
10555,0,192,0,6,1926
137259,1,182,0,8,1828
19844,0,199,1,7,1997
99515,0,186,0,6,1866
48368,1,204,0,8,2048
72724,0,194,0,6,1946
90144,1,212,0,8,2128
141785,0,193,1,7,1937
34666,1,198,0,8,1988
6901,1,188,0,8,1888
38239,1,194,0,8,1948
56808,0,206,0,6,2066
59526,0,197,1,7,1977
54848,1,211,1,2,2112
116105,1,201,1,2,2012
78012,0,201,1,7,2017
50146,0,182,0,6,1826
141539,0,209,1,7,2097
117135,0,184,0,6,1846
61416,0,186,0,6,1866
111262,0,198,0,6,1986
33657,0,217,1,7,2177
36078,0,218,0,6,2186
68489,0,211,1,7,2117
54402,0,206,0,6,2066
23972,0,211,1,7,2117
64478,0,211,1,7,2117
64067,1,210,0,8,2108
70568,0,219,1,7,2197
140317,0,207,1,7,2077
55818,0,187,1,9,1879
139413,0,196,0,6,1966
56710,0,196,0,6,1966
98062,0,201,1,7,2017
116053,1,196,0,8,1968
71243,0,206,0,6,2066
127956,0,183,1,9,1839
131429,0,210,0,6,2106
67252,0,208,0,6,2086
2620,0,201,1,7,2017
143856,0,200,0,6,2006
54614,0,187,1,9,1879
122434,0,192,0,6,1926
94613,0,217,1,7,2177
117623,0,193,1,7,1937
133260,1,192,0,8,1928
27640,1,217,1,2,2172
108442,1,197,1,2,1972
30176,0,190,0,6,1906
68365,0,199,1,7,1997
75413,0,182,0,6,1826
10998,0,197,1,7,1977
77752,0,215,1,7,2157
97370,1,212,0,8,2128
73710,0,212,0,6,2126
125749,1,203,1,2,2032
63728,0,217,1,7,2177
18612,0,196,0,6,1966
114691,0,180,0,6,1806
132344,0,181,1,9,1819
22690,0,203,1,7,2037
104502,0,204,0,6,2046
66365,1,200,0,8,2008
8283,0,206,0,6,2066
102159,0,210,0,6,2106
3160,0,215,1,7,2157
101947,0,189,1,9,1899
129368,0,204,0,6,2046
43313,0,180,0,6,1806
107291,1,202,0,8,2028
78122,1,212,0,8,2128
117709,1,201,1,2,2012
53252,1,212,0,8,2128
4675,1,206,0,8,2068
17467,1,202,0,8,2028
7240,0,182,0,6,1826
30013,0,213,1,7,2137
85247,0,203,1,7,2037
134792,1,185,1,2,1852
121385,0,208,0,6,2086
39714,0,181,1,9,1819
87165,1,194,0,8,1948
125481,0,216,0,6,2166
108100,0,203,1,7,2037
140377,0,213,1,7,2137
34277,1,199,1,2,1992
14467,0,183,1,9,1839
96270,0,183,1,9,1839
18201,1,195,1,2,1952
92997,0,216,0,6,2166
20859,0,180,0,6,1806
26776,0,211,1,7,2117
56635,0,189,1,9,1899
136270,0,203,1,7,2037
6382,0,216,0,6,2166
37659,0,216,0,6,2166
97555,1,191,1,2,1912
64338,0,197,1,7,1977
24136,1,187,1,2,1872
87256,0,203,1,7,2037
34489,0,180,0,6,1806
141018,0,197,1,7,1977
14528,1,189,1,2,1892
52408,0,207,1,7,2077
125539,0,182,0,6,1826
91324,0,209,1,7,2097
21265,1,181,1,2,1812
139227,1,218,0,8,2188
35069,0,198,0,6,1986
22232,0,197,1,7,1977
101936,0,188,0,6,1886
49933,0,200,0,6,2006
124029,1,192,0,8,1928
84331,0,192,0,6,1926
62731,0,197,1,7,1977
133086,0,215,1,7,2157
28921,0,184,0,6,1846
137154,1,211,1,2,2112
122960,0,205,1,7,2057
85594,0,198,0,6,1986
36622,0,193,1,7,1937
51409,0,188,0,6,1886
44211,0,190,0,6,1906
75546,0,195,1,7,1957
99600,1,195,1,2,1952
6294,0,207,1,7,2077
70584,1,180,0,8,1808
118212,0,211,1,7,2117
111264,0,198,0,6,1986
65344,0,218,0,6,2186
52485,0,215,1,7,2157
107616,1,194,0,8,1948
105813,0,215,1,7,2157
145364,0,190,0,6,1906
101944,0,189,1,9,1899
62135,0,218,0,6,2186
19018,0,197,1,7,1977
30073,0,219,1,7,2197
91805,0,217,1,7,2177
68165,1,219,1,2,2192
11651,0,182,0,6,1826
49280,0,215,1,7,2157
76374,1,198,0,8,1988
138389,1,214,0,8,2148
22348,0,209,1,7,2097
46414,0,209,1,7,2097
110778,0,190,0,6,1906
39903,1,200,0,8,2008
131070,1,214,0,8,2148
1474,0,207,1,7,2077
54274,0,193,1,7,1937
90681,0,185,1,9,1859
109425,0,215,1,7,2157
27530,0,206,0,6,2066
9752,1,192,0,8,1928
71378,0,180,0,6,1806
40637,1,193,1,2,1932
125740,0,202,0,6,2026
14627,0,199,1,7,1997
116689,0,219,1,7,2197
2152,0,194,0,6,1946
56329,0,198,0,6,1986
146258,0,199,1,7,1997
105511,1,184,0,8,1848
12086,1,185,1,2,1852
28069,0,220,0,6,2206
81276,0,207,1,7,2077
56321,0,198,0,6,1986
117815,0,212,0,6,2126
142207,1,195,1,2,1952
111444,0,216,0,6,2166
27607,0,213,1,7,2137
83577,0,196,0,6,1966
44178,1,186,0,8,1868
108269,0,220,0,6,2206
68060,0,209,1,7,2097
124321,0,181,1,9,1819
46341,0,202,0,6,2026
91498,0,187,1,9,1879
84102,0,209,1,7,2097
144145,0,188,0,6,1886
16181,0,194,0,6,1946
50612,0,188,0,6,1886
2805,0,219,1,7,2197
45344,0,183,1,9,1839
30036,0,216,0,6,2166
39798,0,189,1,9,1899
36548,0,185,1,9,1859
74093,0,210,0,6,2106
127420,0,210,0,6,2106
129345,0,202,0,6,2026
8236,1,201,1,2,2012
116428,0,193,1,7,1937
80961,1,216,0,8,2168
57857,0,191,1,9,1919
132732,0,180,0,6,1806
91478,0,185,1,9,1859
5374,0,196,0,6,1966
67245,0,207,1,7,2077
101884,0,183,1,9,1839
132706,1,217,1,2,2172
59307,1,216,0,8,2168
117779,0,208,0,6,2086
102357,0,190,0,6,1906
142273,0,202,0,6,2026
92011,0,198,0,6,1986
122708,0,180,0,6,1806
88817,1,199,1,2,1992
9009,0,198,0,6,1986
54312,0,197,1,7,1977
65792,1,182,0,8,1828
65047,0,188,0,6,1886
64609,1,184,0,8,1848
48246,0,192,0,6,1926
31910,0,203,1,7,2037
105331,0,206,0,6,2066
24217,0,195,1,7,1957
46919,0,180,0,6,1806
127709,0,199,1,7,1997
111728,0,205,1,7,2057
72910,0,212,0,6,2126
54649,0,191,1,9,1919
91429,0,180,0,6,1806
36597,0,190,0,6,1906
130634,0,210,0,6,2106
30845,0,216,0,6,2166
2072,0,186,0,6,1866
72727,0,194,0,6,1946
94317,0,188,0,6,1886
69435,0,186,0,6,1866
111387,0,211,1,7,2117
118864,1,196,0,8,1968
99039,0,219,1,7,2197
36265,0,197,1,7,1977
122967,0,206,0,6,2066
113213,0,193,1,7,1937
109864,0,219,1,7,2197
8788,0,216,0,6,2166
104945,1,208,0,8,2088
104724,0,186,0,6,1866
35902,0,201,1,7,2017
134146,1,201,1,2,2012
48950,1,182,0,8,1828
95072,0,183,1,9,1839
71024,0,184,0,6,1846
79317,1,212,0,8,2128
114072,1,198,0,8,1988
132189,1,206,0,8,2068
15794,0,195,1,7,1957
43717,1,180,0,8,1808
29635,0,216,0,6,2166
40773,1,207,1,2,2072
62819,0,206,0,6,2066
125719,0,200,0,6,2006
76192,0,180,0,6,1806
125593,1,188,0,8,1888
95842,0,180,0,6,1806
64213,0,185,1,9,1859
58238,0,189,1,9,1899
92117,1,208,0,8,2088
58551,0,180,0,6,1806
105085,0,182,0,6,1826
138009,0,216,0,6,2166
139660,0,181,1,9,1819
93300,1,206,0,8,2068
98050,0,200,0,6,2006
2858,0,185,1,9,1859
12879,0,184,0,6,1846
25243,0,218,0,6,2186
117022,0,213,1,7,2137
9977,0,215,1,7,2157
140627,1,198,0,8,1988
144169,0,191,1,9,1919
59611,0,206,0,6,2066
36875,1,218,0,8,2188
18578,1,193,1,2,1932
132910,0,197,1,7,1977
125247,0,193,1,7,1937
81601,0,199,1,7,1997
33608,0,212,0,6,2126
25410,0,194,0,6,1946
59640,1,209,1,2,2092
44702,0,199,1,7,1997
10656,0,203,1,7,2037
118452,0,195,1,7,1957
111433,1,215,1,2,2152
109178,0,190,0,6,1906
2373,1,216,0,8,2168
117587,0,189,1,9,1899
22986,0,192,0,6,1926
30267,1,199,1,2,1992
123930,0,182,0,6,1826
29816,0,194,0,6,1946
3178,0,217,1,7,2177
47456,0,193,1,7,1937
82408,0,200,0,6,2006
113235,0,195,1,7,1957
6800,1,218,0,8,2188
109182,0,191,1,9,1919
98747,0,190,0,6,1906
123617,0,190,0,6,1906
90846,1,202,0,8,2028
22020,0,216,0,6,2166
83865,1,185,1,2,1852
127084,1,216,0,8,2168
84857,0,204,0,6,2046
125226,0,191,1,9,1919
19517,0,206,0,6,2066
145908,1,204,0,8,2048
91543,0,191,1,9,1919
49426,0,190,0,6,1906
113137,0,185,1,9,1859
64297,0,193,1,7,1937
34058,0,217,1,7,2177
69254,0,208,0,6,2086
5131,0,211,1,7,2117
66273,1,190,0,8,1908
64303,0,194,0,6,1946
26633,0,196,0,6,1966
111167,0,189,1,9,1899
7986,0,216,0,6,2166
5787,0,197,1,7,1977
12014,0,218,0,6,2186
52232,0,190,0,6,1906
8557,1,193,1,2,1932
142039,0,218,0,6,2186
141814,1,196,0,8,1968
72059,1,208,0,8,2088
55947,1,200,0,8,2008
111463,0,218,0,6,2186
38373,0,207,1,7,2077
101071,0,181,1,9,1819
136241,0,200,0,6,2006
34106,0,182,0,6,1826
69110,0,193,1,7,1937
2113,1,190,0,8,1908
23295,0,183,1,9,1839
17825,0,198,0,6,1986
93860,0,182,0,6,1826
46055,0,214,0,6,2146
41930,0,202,0,6,2026
34842,1,215,1,2,2152
47886,0,196,0,6,1966
109534,0,186,0,6,1866
72295,0,191,1,9,1919
140148,0,190,0,6,1906
118718,0,182,0,6,1826
78034,1,204,0,8,2048
18468,0,182,0,6,1826
17037,0,199,1,7,1997
22660,1,200,0,8,2008
112048,0,196,0,6,1966
46680,1,196,0,8,1968
80207,0,180,0,6,1806
76400,0,201,1,7,2017
26682,1,201,1,2,2012
135907,1,207,1,2,2072
18121,1,187,1,2,1872
55360,0,182,0,6,1826
88575,0,215,1,7,2157
27411,0,194,0,6,1946
63746,1,218,0,8,2188
142890,0,183,1,9,1839
133627,0,189,1,9,1899
105423,0,216,0,6,2166
36655,1,196,0,8,1968
132591,0,206,0,6,2066
131484,0,215,1,7,2157
60074,0,212,0,6,2126
92572,0,214,0,6,2146
69646,0,207,1,7,2077
77658,0,206,0,6,2066
13814,1,198,0,8,1988
94045,0,201,1,7,2017
28023,0,215,1,7,2157
37614,0,212,0,6,2126
125342,0,203,1,7,2037
14764,1,212,0,8,2128
119263,0,196,0,6,1966
5888,0,207,1,7,2077
36796,0,210,0,6,2106
109000,0,212,0,6,2126
143137,1,208,0,8,2088
26509,0,184,0,6,1846
71661,0,208,0,6,2086
135516,0,208,0,6,2086
74975,0,218,0,6,2186
139368,1,192,0,8,1928
12167,0,193,1,7,1937
3168,0,216,0,6,2166
42569,0,186,0,6,1866
52048,0,211,1,7,2117
66022,0,205,1,7,2057
66556,0,219,1,7,2197
64030,0,207,1,7,2077
88526,0,210,0,6,2106
99909,1,186,0,8,1868
108610,1,214,0,8,2148
0,0,180,0,6,1806
12417,0,218,0,6,2186
28271,0,200,0,6,2006
101096,1,184,0,8,1848
109851,0,217,1,7,2177
9008,0,198,0,6,1986
134111,0,197,1,7,1977
18297,1,205,1,2,2052
104602,0,214,0,6,2146
7881,0,206,0,6,2066
76897,0,210,0,6,2106
125579,0,186,0,6,1866
39827,1,192,0,8,1928
102945,0,208,0,6,2086
127784,0,206,0,6,2066
60008,0,205,1,7,2057
138297,1,205,1,2,2052
43524,1,201,1,2,2012
50797,0,207,1,7,2077
49789,0,186,0,6,1866
21229,0,217,1,7,2177
121292,0,199,1,7,1997
16874,1,183,1,2,1832
16229,0,198,0,6,1986
140002,0,215,1,7,2157
115021,0,213,1,7,2137
100486,1,203,1,2,2032
69390,0,181,1,9,1819
49284,0,216,0,6,2166
131690,0,196,0,6,1966
121443,0,214,0,6,2146
38646,0,195,1,7,1957
106395,0,193,1,7,1937
14804,1,216,0,8,2168
11076,0,204,0,6,2046
74521,1,213,1,2,2132
80219,0,181,1,9,1819
142366,0,211,1,7,2117
58192,0,184,0,6,1846
51700,1,217,1,2,2172
89054,1,183,1,2,1832
96441,0,200,0,6,2006
79653,0,205,1,7,2057
36677,0,198,0,6,1986
95450,1,181,1,2,1812
144373,0,211,1,7,2117
77663,0,207,1,7,2077
2736,0,213,1,7,2137
101130,0,187,1,9,1879
42004,0,210,0,6,2106
28844,0,217,1,7,2177
135463,0,202,0,6,2026
69324,1,215,1,2,2152
126132,0,201,1,7,2017
108303,0,183,1,9,1839
78364,0,196,0,6,1966
126302,1,218,0,8,2188
20128,0,187,1,9,1879
6941,1,192,0,8,1928
99541,0,189,1,9,1899
15769,0,193,1,7,1937
32850,0,216,0,6,2166
91065,0,183,1,9,1839
13587,0,215,1,7,2157
17807,0,196,0,6,1966
33796,1,191,1,2,1912
2522,1,191,1,2,1912
136795,0,215,1,7,2157
12118,1,188,0,8,1888
11150,0,212,0,6,2126
29904,0,203,1,7,2037
140069,0,182,0,6,1826
119593,0,189,1,9,1899
81073,0,187,1,9,1879
100215,0,216,0,6,2166
144374,0,211,1,7,2117
44495,0,218,0,6,2186
136359,0,212,0,6,2126
119395,0,209,1,7,2097
92170,0,214,0,6,2146
29197,0,212,0,6,2126
123994,0,188,0,6,1886
85252,1,204,0,8,2048
74329,1,194,0,8,1948
127385,1,206,0,8,2068
89612,0,198,0,6,1986
122268,1,216,0,8,2168
42040,1,213,1,2,2132
3350,0,194,0,6,1946
46880,1,216,0,8,2168
46327,1,201,1,2,2012
105967,0,190,0,6,1906
82722,1,191,1,2,1912
54730,0,199,1,7,1997
128852,0,193,1,7,1937
142170,0,191,1,9,1919
5493,1,208,0,8,2088
101755,0,210,0,6,2106
133135,0,180,0,6,1806
11003,1,197,1,2,1972
143635,0,218,0,6,2186
77409,1,181,1,2,1812
120165,0,206,0,6,2066
87761,0,214,0,6,2146
134741,0,180,0,6,1806
73067,0,188,0,6,1886
1867,0,206,0,6,2066
19178,0,213,1,7,2137
132980,0,204,0,6,2046
60405,0,205,1,7,2057
12538,0,190,0,6,1906
35269,0,218,0,6,2186
31077,1,200,0,8,2008
70873,0,209,1,7,2097
73768,0,218,0,6,2186
128278,0,215,1,7,2157
102738,0,188,0,6,1886
86244,0,182,0,6,1826
119195,0,189,1,9,1899
45281,0,216,0,6,2166
28938,0,186,0,6,1866
51451,0,192,0,6,1926
70931,0,215,1,7,2157
100877,0,202,0,6,2026
80597,0,219,1,7,2197
140012,0,216,0,6,2166
113290,1,200,0,8,2008
4270,1,206,0,8,2068
133475,0,214,0,6,2146
143559,0,210,0,6,2106
26468,0,180,0,6,1806
124720,0,180,0,6,1806
117220,1,192,0,8,1928
24809,1,214,0,8,2148
141136,1,208,0,8,2088
69300,1,212,0,8,2128
50259,0,193,1,7,1937
17960,1,211,1,2,2112
34465,1,218,0,8,2188
135150,1,185,1,2,1852
117561,1,186,0,8,1868
139390,0,194,0,6,1946
113673,0,199,1,7,1997
76602,0,181,1,9,1819
99203,1,195,1,2,1952
16559,0,191,1,9,1919
49507,1,198,0,8,1988
108955,1,208,0,8,2088
82820,0,201,1,7,2017
134425,0,189,1,9,1899
123768,1,206,0,8,2068
48146,0,182,0,6,1826
58822,1,207,1,2,2072
76591,0,180,0,6,1806
55304,0,216,0,6,2166
38948,0,185,1,9,1859
141239,0,219,1,7,2197
122465,1,196,0,8,1968
63317,1,216,0,8,2168
62656,0,190,0,6,1906
140979,0,193,1,7,1937
67312,0,214,0,6,2146
66687,0,192,0,6,1926
61521,1,196,0,8,1968
12012,0,218,0,6,2186
38555,0,185,1,9,1859
21484,0,203,1,7,2037
6974,0,195,1,7,1957
81312,0,211,1,7,2117
75286,0,209,1,7,2097
21047,0,199,1,7,1997
135687,1,185,1,2,1852
118377,0,188,0,6,1886
37211,0,211,1,7,2117
99665,0,201,1,7,2017
35950,0,206,0,6,2066
103621,0,196,0,6,1966
40376,1,207,1,2,2072
109245,0,197,1,7,1977
60317,0,196,0,6,1966
98386,0,194,0,6,1946
37709,0,181,1,9,1819
86846,0,203,1,7,2037
139885,1,204,0,8,2048
127011,0,209,1,7,2097
55869,0,193,1,7,1937
127206,0,188,0,6,1886
120379,0,187,1,9,1879
139328,1,188,0,8,1888
70593,0,181,1,9,1819
124212,0,210,0,6,2106
50193,1,186,0,8,1868
49578,0,205,1,7,2057
146252,0,199,1,7,1997
16871,0,182,0,6,1826
82933,0,212,0,6,2126
20851,0,220,0,6,2206
32044,0,216,0,6,2166
90445,1,202,0,8,2028
99475,0,182,0,6,1826
101124,1,187,1,2,1872
124238,0,212,0,6,2126
8737,1,211,1,2,2112
128005,0,188,0,6,1886
22701,0,204,0,6,2046
59380,1,183,1,2,1832
7401,0,198,0,6,1986
78847,0,205,1,7,2057
7755,1,193,1,2,1932
65184,0,202,0,6,2026
53158,0,202,0,6,2026
15258,1,182,0,8,1828
70653,0,187,1,9,1879
81942,0,193,1,7,1937
67396,1,182,0,8,1828
118943,0,204,0,6,2046
49831,0,190,0,6,1906
115663,0,197,1,7,1977
3175,1,216,0,8,2168
25081,0,201,1,7,2017
125131,0,181,1,9,1819
122678,0,217,1,7,2177
98004,1,196,0,8,1968
106223,0,215,1,7,2157
49200,0,207,1,7,2077
30483,0,180,0,6,1806
60944,0,219,1,7,2197
29459,0,198,0,6,1986
106880,0,201,1,7,2017
96968,0,212,0,6,2126
9243,1,182,0,8,1828
12989,0,195,1,7,1957
92244,0,181,1,9,1819
97316,0,207,1,7,2077
45159,0,204,0,6,2046
127387,0,207,1,7,2077
18600,0,195,1,7,1957
23323,0,186,0,6,1866
132417,0,188,0,6,1886
43920,0,201,1,7,2017
101916,0,186,0,6,1866
120151,1,205,1,2,2052
69720,0,214,0,6,2146
117818,0,212,0,6,2126
139154,0,211,1,7,2117
31706,0,182,0,6,1826
130286,0,216,0,6,2166
134513,0,197,1,7,1977
41827,0,192,0,6,1926
22684,1,202,0,8,2028
95892,0,185,1,9,1859
33991,0,210,0,6,2106
27479,0,201,1,7,2017
133703,0,197,1,7,1977
1271,1,186,0,8,1868
110135,0,206,0,6,2066
112552,1,207,1,2,2072
145971,0,211,1,7,2117
111378,0,210,0,6,2106
41496,0,199,1,7,1997
106164,0,210,0,6,2106
51222,0,209,1,7,2097
24638,0,197,1,7,1977
44566,0,185,1,9,1859
70481,0,210,0,6,2106
18775,0,212,0,6,2126
137108,0,207,1,7,2077
58433,1,208,0,8,2088
137912,1,207,1,2,2072
59193,0,204,0,6,2046
22689,0,203,1,7,2037
103379,0,212,0,6,2126
94029,0,199,1,7,1997
25510,0,204,0,6,2046
106063,0,199,1,7,1997
28469,0,219,1,7,2197
113422,1,214,0,8,2148
105874,0,181,1,9,1819
138288,0,204,0,6,2046
4061,0,185,1,9,1859
46466,0,215,1,7,2157
35103,1,201,1,2,2012
8127,0,190,0,6,1906
51360,1,183,1,2,1832
143962,0,210,0,6,2106
72556,1,217,1,2,2172
56806,0,206,0,6,2066
88908,0,208,0,6,2086
124555,0,204,0,6,2046
119318,0,202,0,6,2026
30719,0,204,0,6,2046
77323,0,213,1,7,2137
21804,0,195,1,7,1957
114202,0,211,1,7,2117
65326,1,216,0,8,2168
58626,1,188,0,8,1888
141624,0,217,1,7,2177
19012,0,196,0,6,1966
25911,0,204,0,6,2046
113516,0,183,1,9,1839
97917,0,187,1,9,1879
105664,0,200,0,6,2006
60533,0,218,0,6,2186
35523,0,203,1,7,2037
111836,0,215,1,7,2157
71974,0,199,1,7,1997
131146,0,181,1,9,1819
13714,1,188,0,8,1888
77786,0,219,1,7,2197
2796,0,219,1,7,2197
49911,0,198,0,6,1986
92335,0,190,0,6,1906
6265,0,205,1,7,2057
4398,1,218,0,8,2188
117269,0,197,1,7,1977
31363,0,188,0,6,1886
122561,1,205,1,2,2052
55404,0,186,0,6,1866
108815,1,194,0,8,1948
129264,0,194,0,6,1946
120467,0,196,0,6,1966
110287,1,181,1,2,1812
123142,0,183,1,9,1839
65031,0,186,0,6,1866
111617,0,193,1,7,1937
16417,0,217,1,7,2177
139829,1,198,0,8,1988
129326,1,200,0,8,2008
29697,0,182,0,6,1826
98748,0,190,0,6,1906
107643,0,197,1,7,1977
121924,1,182,0,8,1828
96888,0,204,0,6,2046
114269,0,218,0,6,2186
96724,0,188,0,6,1886
48131,0,181,1,9,1819
34760,0,207,1,7,2077
19719,0,187,1,9,1879
32844,0,216,0,6,2166
23541,0,208,0,6,2086
21056,1,200,0,8,2008
10189,1,196,0,8,1968
106904,0,203,1,7,2037
33813,0,192,0,6,1926
81316,0,211,1,7,2117
142823,0,217,1,7,2177
9950,0,212,0,6,2126
34065,0,218,0,6,2186
46604,1,188,0,8,1888
85100,1,188,0,8,1888
27675,0,180,0,6,1806
30421,0,214,0,6,2146
52514,1,218,0,8,2188
93044,1,181,1,2,1812
43367,0,185,1,9,1859
46371,1,205,1,2,2052
141061,0,201,1,7,2017
74112,1,212,0,8,2128
118489,0,199,1,7,1997
121983,0,187,1,9,1879
139051,1,200,0,8,2008
114545,1,206,0,8,2068
21762,1,190,0,8,1908
42391,0,208,0,6,2086
106211,0,214,0,6,2146
9804,1,198,0,8,1988
135724,0,188,0,6,1886
34925,0,183,1,9,1839
69517,1,194,0,8,1948
113625,0,194,0,6,1946
11582,0,215,1,7,2157
131536,1,180,0,8,1808
8860,0,183,1,9,1839
62652,1,189,1,2,1892
145839,0,197,1,7,1977
43739,0,183,1,9,1839
105351,0,208,0,6,2086
8385,0,216,0,6,2166
52393,0,206,0,6,2066
1950,0,214,0,6,2146
139116,0,207,1,7,2077
35915,0,202,0,6,2026
65828,1,186,0,8,1868
69849,0,187,1,9,1879
135472,0,203,1,7,2037
87421,0,180,0,6,1806
33604,0,212,0,6,2126
72495,0,211,1,7,2117
137281,0,184,0,6,1846
58756,0,201,1,7,2017
83840,0,183,1,9,1839
40181,0,188,0,6,1886
136587,0,195,1,7,1957
66235,0,187,1,9,1879
63211,0,205,1,7,2057
33645,0,216,0,6,2166
51062,0,193,1,7,1937
38604,1,190,0,8,1908
80996,0,219,1,7,2197
137921,0,208,0,6,2086
7443,0,202,0,6,2026
35389,0,190,0,6,1906
69468,0,189,1,9,1899
82520,0,211,1,7,2117
74996,0,180,0,6,1806
91540,1,191,1,2,1912
29082,0,201,1,7,2017
32932,0,185,1,9,1859
3455,0,204,0,6,2046
87349,1,213,1,2,2132
121514,0,181,1,9,1819
126539,1,202,0,8,2028
14641,0,200,0,6,2006
86664,1,184,0,8,1848
118658,0,216,0,6,2166
106432,0,196,0,6,1966
99617,0,196,0,6,1966
140975,0,192,0,6,1926
2623,0,201,1,7,2017
49244,0,212,0,6,2126
75634,0,204,0,6,2046
50425,0,210,0,6,2106
82351,0,194,0,6,1946
84633,0,182,0,6,1826
100275,0,182,0,6,1826
67893,1,192,0,8,1928
95766,1,212,0,8,2128
51557,0,202,0,6,2026
6321,0,210,0,6,2106
118872,1,197,1,2,1972
61701,1,214,0,8,2148
102307,1,185,1,2,1852
19635,0,218,0,6,2186
118357,0,186,0,6,1866
143774,0,191,1,9,1919
133541,1,180,0,8,1808
84610,0,220,0,6,2206
51366,0,183,1,9,1839
108278,1,180,0,8,1808
82033,0,202,0,6,2026
20662,0,201,1,7,2017
91774,0,214,0,6,2146
13574,0,214,0,6,2146
58092,1,214,0,8,2148
47668,0,215,1,7,2157
75874,0,188,0,6,1886
32438,0,215,1,7,2157
55642,1,210,0,8,2108
140128,0,188,0,6,1886
72973,1,219,1,2,2192
98262,0,181,1,9,1819
12639,1,200,0,8,2008
36961,0,186,0,6,1866
19989,1,214,0,8,2148
59489,0,194,0,6,1946
141164,1,211,1,2,2112
70525,0,215,1,7,2157
27895,0,202,0,6,2026
968,0,196,0,6,1966
140867,0,181,1,9,1819
15983,1,214,0,8,2148
49301,0,217,1,7,2177
122246,0,214,0,6,2146
113779,1,209,1,2,2092
115223,1,193,1,2,1932
48974,1,185,1,2,1852
106551,0,208,0,6,2086
113978,0,189,1,9,1899
22392,0,213,1,7,2137
141626,0,217,1,7,2177
116459,0,196,0,6,1966
15672,0,183,1,9,1839
108791,1,192,0,8,1928
125963,0,184,0,6,1846
134988,1,205,1,2,2052
129359,0,203,1,7,2037
8332,1,211,1,2,2112
108564,0,209,1,7,2097
104657,0,219,1,7,2197
32154,0,187,1,9,1879
52479,0,214,0,6,2146
86528,0,211,1,7,2117
7715,1,189,1,2,1892
16898,1,185,1,2,1852
13658,1,182,0,8,1828
91143,1,191,1,2,1912
14782,0,214,0,6,2146
26935,1,186,0,8,1868
130391,0,186,0,6,1866
13347,0,191,1,9,1919
137655,0,181,1,9,1819
128265,0,214,0,6,2146
14071,1,183,1,2,1832
35572,1,208,0,8,2088
72172,0,219,1,7,2197
79657,0,205,1,7,2057
114634,0,214,0,6,2146
119910,0,181,1,9,1819
122604,0,209,1,7,2097
9130,1,210,0,8,2108
33347,1,186,0,8,1868
24440,1,218,0,8,2188
102639,1,218,0,8,2188
17232,0,219,1,7,2197
127960,0,184,0,6,1846
18114,0,186,0,6,1866
16030,0,219,1,7,2197
139446,0,200,0,6,2006
90715,0,188,0,6,1886
112294,0,181,1,9,1819
143048,0,199,1,7,1997
139316,1,187,1,2,1872
120895,0,199,1,7,1997
76792,0,200,0,6,2006
6748,1,213,1,2,2132
139202,0,215,1,7,2157
103539,0,188,0,6,1886
126600,0,208,0,6,2086
139659,0,181,1,9,1819
87396,0,217,1,7,2177
97992,1,194,0,8,1948
124488,0,197,1,7,1977
40454,0,215,1,7,2157
27985,1,211,1,2,2112
27602,0,213,1,7,2137
59233,0,208,0,6,2086
95049,1,181,1,2,1812
138962,0,191,1,9,1919
111520,0,184,0,6,1846
43539,0,203,1,7,2037
5706,1,189,1,2,1892
117678,0,198,0,6,1986
17735,0,189,1,9,1899
126567,1,205,1,2,2052
37184,1,209,1,2,2092
69561,1,198,0,8,1988
111804,0,212,0,6,2126
13504,0,207,1,7,2077
130052,1,192,0,8,1928
30607,0,193,1,7,1937
97011,0,217,1,7,2177
4987,0,197,1,7,1977
120980,0,207,1,7,2077
143378,1,192,0,8,1928
105928,1,186,0,8,1868
68184,0,181,1,9,1819
34673,0,198,0,6,1986
100956,0,210,0,6,2106
130131,0,200,0,6,2006
134884,1,194,0,8,1948
55171,0,203,1,7,2037
51830,0,190,0,6,1906
134718,0,218,0,6,2186
22016,0,216,0,6,2166
13639,0,180,0,6,1806
125172,1,186,0,8,1868
134293,0,215,1,7,2157
138242,0,200,0,6,2006
84305,0,189,1,9,1899
94673,0,183,1,9,1839
60088,0,213,1,7,2137
23225,1,216,0,8,2168
90040,1,201,1,2,2012
59445,0,189,1,9,1899
96179,1,214,0,8,2148
111609,0,193,1,7,1937
30157,0,188,0,6,1886
128369,0,184,0,6,1846
144966,1,190,0,8,1908
34518,1,183,1,2,1832
90971,0,214,0,6,2146
75073,0,188,0,6,1886
26219,0,195,1,7,1957
1123,0,212,0,6,2126
103366,0,210,0,6,2106
82267,0,186,0,6,1866
7691,1,187,1,2,1872
