,index
49372,18587
49373,65305
49374,118762
49375,3788
49376,125352
49377,143436
49378,94735
49379,37265
49380,9986
49381,69061
49382,17118
49383,85826
49384,118665
49385,145515
49386,57177
49387,105677
49388,130126
49389,88475
49390,97274
49391,98571
49392,114502
49393,107564
49394,119240
49395,57358
49396,34119
49397,53268
49398,136547
49399,92469
49400,13811
49401,16133
49402,84750
49403,57113
49404,89974
49405,117163
49406,99007
49407,94069
49408,58440
49409,41038
49410,84466
49411,34238
49412,3905
49413,138704
49414,103608
49415,13927
49416,49841
49417,37722
49418,56865
49419,102162
49420,103782
49421,14618
49422,15168
49423,86053
49424,71207
49425,131599
49426,142646
49427,118549
49428,78922
49429,139564
49430,111070
49431,115873
49432,57777
49433,59354
49434,48535
49435,70762
49436,133255
49437,111386
49438,91907
49439,66346
49440,141409
49441,6765
49442,38902
49443,130621
49444,85376
49445,71190
49446,132588
49447,2472
49448,227
49449,65910
49450,82843
49451,112512
49452,145110
49453,137298
49454,111710
49455,18799
49456,141142
49457,116251
49458,103080
49459,105637
49460,93638
49461,112592
49462,32756
49463,110657
49464,105850
49465,141624
49466,30081
49467,43632
49468,2379
49469,97888
49470,21654
49471,105057
49472,40483
49473,47332
49474,126225
49475,137965
49476,52827
49477,17003
49478,43285
49479,45074
49480,132408
49481,136726
49482,125452
49483,2104
49484,66749
49485,132617
49486,146441
49487,76561
49488,31333
49489,6758
49490,133649
49491,63246
49492,125112
49493,76501
49494,41288
49495,40217
49496,70093
49497,87695
49498,111053
49499,92284
49500,41695
49501,42355
49502,105976
49503,16048
49504,36388
49505,33003
49506,6097
49507,60344
49508,131862
49509,133767
49510,114814
49511,106510
49512,73375
49513,36677
49514,89239
49515,28825
49516,43318
49517,56866
49518,143787
49519,34634
49520,11323
49521,111555
49522,21934
49523,106723
49524,127510
49525,121362
49526,49746
49527,126053
49528,106125
49529,105562
49530,108601
49531,140095
49532,129565
49533,57960
49534,8538
49535,89782
49536,49303
49537,68459
49538,51334
49539,110112
49540,53406
49541,129729
49542,61737
49543,50747
49544,17237
49545,61412
49546,128197
49547,12773
49548,32143
49549,63192
49550,8081
49551,116772
49552,109494
49553,123280
49554,90109
49555,2923
49556,58789
49557,133079
49558,86794
49559,109936
49560,117808
49561,120140
49562,41843
49563,87145
49564,42102
49565,77349
49566,57455
49567,128739
49568,118098
49569,58093
49570,103193
49571,131718
49572,81168
49573,23504
49574,97945
49575,6791
49576,93552
49577,142139
49578,83825
49579,10453
49580,138457
49581,112467
49582,142234
49583,98190
49584,66302
49585,112423
49586,135191
49587,95500
49588,16482
49589,124179
49590,27955
49591,25076
49592,23019
49593,23586
49594,30466
49595,100315
49596,64957
49597,118423
49598,71715
49599,69499
49600,36658
49601,31710
49602,146410
49603,24905
49604,124076
49605,10402
49606,145013
49607,78830
49608,46512
49609,90093
49610,56668
49611,82464
49612,121842
49613,66738
49614,111090
49615,59892
49616,90974
49617,65227
49618,48710
49619,11281
49620,55460
49621,128596
49622,142122
49623,91894
49624,16395
49625,4584
49626,102861
49627,130001
49628,127720
49629,83080
49630,96111
49631,39977
49632,91623
49633,118923
49634,52813
49635,48953
49636,51593
49637,23066
49638,80850
49639,16331
49640,89631
49641,30646
49642,83252
49643,70577
49644,129939
49645,108641
49646,58817
49647,128050
49648,102095
49649,55329
49650,90251
49651,105729
49652,72286
49653,94094
49654,110062
49655,94164
49656,106395
49657,1440
49658,62260
49659,76680
49660,81964
49661,113846
49662,45607
49663,79420
49664,120706
49665,57472
49666,114056
49667,87625
49668,82855
49669,124615
49670,93070
49671,17568
49672,72488
49673,31625
49674,145664
49675,99394
49676,110677
49677,104794
49678,44864
49679,108234
49680,128368
49681,130509
49682,38317
49683,38281
49684,58192
49685,63173
49686,42487
49687,140444
49688,138854
49689,43307
49690,79961
49691,28259
49692,30430
49693,106789
49694,66736
49695,81317
49696,112304
49697,19518
49698,56003
49699,71014
49700,118156
49701,130678
49702,24645
49703,84527
49704,58250
49705,25258
49706,38564
49707,92178
49708,46729
49709,103859
49710,69541
49711,77125
49712,134930
49713,61512
49714,20675
49715,18379
49716,139900
49717,65863
49718,22079
49719,134008
49720,35516
49721,42924
49722,21753
49723,71615
49724,28209
49725,93599
49726,115229
49727,53088
49728,15810
49729,37309
49730,56714
49731,60335
49732,77528
49733,26380
49734,18600
49735,140806
49736,66760
49737,10591
49738,144060
49739,9276
49740,69573
49741,141532
49742,109216
49743,23234
49744,63636
49745,53758
49746,107297
49747,35059
49748,92244
49749,38823
49750,145359
49751,2105
49752,42032
49753,23972
49754,32166
49755,97916
49756,116791
49757,3206
49758,42671
49759,38002
49760,48881
49761,72115
49762,77552
49763,69064
49764,55603
49765,102471
49766,102205
49767,43788
49768,117385
49769,122786
49770,75181
49771,111146
49772,57946
49773,101922
49774,51955
49775,10213
49776,135724
49777,129072
49778,33300
49779,125829
49780,112284
49781,75084
49782,25006
49783,112008
49784,78507
49785,93049
49786,90719
49787,130362
49788,18188
49789,62568
49790,126771
49791,93435
49792,116974
49793,130546
49794,63881
49795,144594
49796,38868
49797,118518
49798,63678
49799,30245
49800,88817
49801,34578
49802,40369
49803,58557
49804,121944
49805,63258
49806,116926
49807,138441
49808,17023
49809,8954
49810,144359
49811,12723
49812,145816
49813,60227
49814,72532
49815,107689
49816,3895
49817,121172
49818,118797
49819,136220
49820,21343
49821,139826
49822,124614
49823,25420
49824,144729
49825,23710
49826,69299
49827,145797
49828,25012
49829,47382
49830,120999
49831,16147
49832,38592
49833,121719
49834,123926
49835,75234
49836,99185
49837,135984
49838,47736
49839,106592
49840,136158
49841,82673
49842,97440
49843,90578
49844,20392
49845,131808
49846,109
49847,84127
49848,104895
49849,72708
49850,85165
49851,13914
49852,143912
49853,128999
49854,84189
49855,113937
49856,70037
49857,85453
49858,132693
49859,55049
49860,109146
49861,81103
49862,4229
49863,32434
49864,43312
49865,88746
49866,136002
49867,30534
49868,122407
49869,62741
49870,109456
49871,8695
49872,54121
49873,113751
49874,143786
49875,48407
49876,71178
49877,44390
49878,132445
49879,77827
49880,78862
49881,16200
49882,80964
49883,15341
49884,130208
49885,52800
49886,72992
49887,74882
49888,120219
49889,113124
49890,131562
49891,24223
49892,54608
49893,16542
49894,118148
49895,12530
49896,103683
49897,31770
49898,81260
49899,5497
49900,9528
49901,137419
49902,137361
49903,137556
49904,53235
49905,129173
49906,141639
49907,134801
49908,35179
49909,142822
49910,65876
49911,75007
49912,66695
49913,18948
49914,72039
49915,109774
49916,142818
49917,2263
49918,11027
49919,43290
49920,61310
49921,41971
49922,76692
49923,39362
49924,74900
49925,31158
49926,91863
49927,78599
49928,81719
49929,81321
49930,26643
49931,140902
49932,81387
49933,91036
49934,122430
49935,36037
49936,111320
49937,141131
49938,109426
49939,81860
49940,11362
49941,141829
49942,23200
49943,10314
49944,45126
49945,134969
49946,115938
49947,41354
49948,73813
49949,1014
49950,117052
49951,56195
49952,6587
49953,83367
49954,55087
49955,88177
49956,50646
49957,96682
49958,47947
49959,46624
49960,37735
49961,48091
49962,132922
49963,34747
49964,30787
49965,40734
49966,107063
49967,117680
49968,3388
49969,35803
49970,44612
49971,54209
49972,28666
49973,11118
49974,116528
49975,83808
49976,11493
49977,23914
49978,100309
49979,25238
49980,95539
49981,17015
49982,90092
49983,89037
49984,84279
49985,60523
49986,111124
49987,723
49988,48855
49989,82642
49990,113251
49991,55506
49992,67684
49993,134514
49994,32799
49995,4773
49996,74143
49997,16265
49998,123297
49999,24838
50000,119077
50001,48958
50002,76008
50003,3686
50004,139449
50005,10632
50006,62937
50007,107550
50008,83544
50009,9367
50010,51951
50011,107670
50012,129787
50013,77471
50014,35599
50015,121
50016,52457
50017,119511
50018,103319
50019,17698
50020,78049
50021,142598
50022,56574
50023,80195
50024,66199
50025,70000
50026,119901
50027,59760
50028,98024
50029,143910
50030,80167
50031,102160
50032,106885
50033,129706
50034,25116
50035,130135
50036,89979
50037,95750
50038,10467
50039,30293
50040,62498
50041,124067
50042,24969
50043,51426
50044,5255
50045,67568
50046,91128
50047,77317
50048,92697
50049,50216
50050,10367
50051,21827
50052,115799
50053,97046
50054,97990
50055,13719
50056,93683
50057,133836
50058,48886
50059,53442
50060,124204
50061,48153
50062,41424
50063,24748
50064,47475
50065,121858
50066,116689
50067,22881
50068,48412
50069,58442
50070,65858
50071,58891
50072,134174
50073,26795
50074,63331
50075,55440
50076,57705
50077,80066
50078,84405
50079,72017
50080,97118
50081,134546
50082,84531
50083,66180
50084,6513
50085,10416
50086,76752
50087,133933
50088,145588
50089,30777
50090,59443
50091,128123
50092,127221
50093,596
50094,80280
50095,1645
50096,12602
50097,22149
50098,76208
50099,146194
50100,65108
50101,110227
50102,131298
50103,114719
50104,30130
50105,53856
50106,87834
50107,107562
50108,21048
50109,1243
50110,26685
50111,6577
50112,223
50113,112427
50114,141487
50115,58884
50116,17540
50117,22597
50118,49099
50119,20691
50120,30590
50121,87780
50122,127196
50123,62295
50124,27809
50125,111068
50126,96716
50127,142236
50128,97180
50129,38686
50130,77768
50131,30000
50132,96143
50133,135236
50134,112838
50135,96051
50136,120873
50137,38482
50138,108637
50139,118197
50140,141980
50141,97634
50142,28854
50143,137368
50144,28216
50145,4581
50146,52907
50147,45512
50148,11821
50149,103469
50150,76488
50151,130466
50152,64805
50153,37223
50154,83050
50155,58261
50156,8816
50157,72053
50158,146302
50159,130990
50160,123614
50161,120914
50162,89844
50163,59202
50164,69762
50165,129980
50166,923
50167,47553
50168,30420
50169,53505
50170,36310
50171,78365
50172,138389
50173,44723
50174,59554
50175,68924
50176,41846
50177,36558
50178,25069
50179,116598
50180,18561
50181,20706
50182,60054
50183,56871
50184,9638
50185,36907
50186,39322
50187,142370
50188,9733
50189,92845
50190,55755
50191,127315
50192,50555
50193,10458
50194,129995
50195,5049
50196,79389
50197,73759
50198,106235
50199,53829
50200,71979
50201,141279
50202,21864
50203,39976
50204,10038
50205,77816
50206,44887
50207,121499
50208,52936
50209,41850
50210,133749
50211,5610
50212,145579
50213,132759
50214,32507
50215,63264
50216,87802
50217,35953
50218,111936
50219,74849
50220,124971
50221,86385
50222,12999
50223,51007
50224,102216
50225,70774
50226,11207
50227,108177
50228,89832
50229,121203
50230,97849
50231,75045
50232,24791
50233,137541
50234,64106
50235,22732
50236,18892
50237,132033
50238,14035
50239,74535
50240,25860
50241,108100
50242,3674
50243,61939
50244,26612
50245,27203
50246,107463
50247,101264
50248,3338
50249,118900
50250,52078
50251,55308
50252,71371
50253,98260
50254,44996
50255,75987
50256,14709
50257,56907
50258,92309
50259,49728
50260,102003
50261,140566
50262,46274
50263,116637
50264,125551
50265,141187
50266,135196
50267,87444
50268,20571
50269,13800
50270,4676
50271,4333
50272,144914
50273,42885
50274,123519
50275,49186
50276,84196
50277,121687
50278,144793
50279,141732
50280,113264
50281,622
50282,124526
50283,6285
50284,68346
50285,143741
50286,72913
50287,19686
50288,123157
50289,45137
50290,129045
50291,97766
50292,40393
50293,43790
50294,16501
50295,145911
50296,88086
50297,143465
50298,7736
50299,87033
50300,3625
50301,17403
50302,61116
50303,8479
50304,21939
50305,46119
50306,128816
50307,99881
50308,55091
50309,78156
50310,101814
50311,44834
50312,15617
50313,37618
50314,93813
50315,110762
50316,115297
50317,38105
50318,832
50319,47467
50320,56893
50321,116904
50322,114455
50323,93350
50324,30737
50325,84284
50326,105863
50327,16507
50328,47348
50329,27260
50330,52280
50331,73077
50332,11657
50333,37670
50334,77239
50335,88072
50336,109108
50337,3778
50338,10708
50339,6217
50340,88030
50341,70811
50342,123416
50343,34438
50344,19453
50345,106255
50346,37535
50347,21587
50348,36173
50349,79736
50350,106481
50351,54545
50352,137313
50353,39141
50354,93446
50355,139175
50356,56148
50357,146449
50358,16947
50359,48904
50360,111157
50361,48442
50362,66528
50363,26911
50364,125817
50365,13241
50366,118511
50367,66729
50368,100569
50369,137667
50370,96343
50371,114318
50372,25396
50373,133295
50374,117525
50375,20532
50376,139601
50377,29910
50378,107594
50379,65806
50380,140074
50381,112448
50382,129696
50383,119806
50384,88939
50385,88420
50386,106397
50387,22653
50388,79377
50389,59705
50390,123719
50391,125970
50392,64635
50393,86668
50394,31315
50395,35312
50396,132618
50397,41997
50398,16403
50399,66097
50400,27537
50401,120225
50402,84926
50403,107467
50404,59184
50405,54860
50406,18533
50407,97942
50408,3668
50409,7847
50410,90020
50411,6981
50412,85567
50413,141382
50414,89840
50415,48384
50416,44016
50417,141047
50418,47694
50419,49541
50420,95940
50421,127293
50422,58693
50423,63188
50424,44204
50425,118496
50426,41191
50427,133453
50428,8347
50429,33054
50430,85810
50431,110831
50432,120633
50433,72439
50434,138828
50435,26336
50436,142613
50437,87809
50438,37814
50439,44198
50440,46476
50441,59956
50442,72551
50443,112214
50444,125001
50445,76851
50446,141026
50447,81169
50448,131084
50449,120708
50450,58931
50451,55739
50452,21404
50453,42500
50454,17619
50455,40628
50456,5858
50457,63224
50458,91911
50459,19339
50460,41527
50461,57156
50462,41777
50463,129931
50464,35353
50465,136076
50466,11778
50467,119538
50468,8600
50469,37945
50470,36227
50471,28550
50472,81807
50473,134427
50474,112244
50475,67407
50476,33131
50477,141908
50478,18426
50479,75016
50480,80934
50481,94545
50482,88383
50483,103723
50484,75074
50485,42317
50486,134574
50487,107256
50488,103060
50489,125525
50490,45755
50491,133062
50492,99010
50493,4683
50494,97027
50495,10087
50496,74246
50497,45936
50498,104925
50499,125588
50500,2016
50501,30619
50502,39005
50503,58935
50504,124077
50505,119540
50506,28067
50507,30912
50508,13785
50509,29157
50510,144208
50511,101077
50512,28598
50513,3036
50514,112433
50515,123763
50516,79435
50517,105733
50518,604
50519,85680
50520,27451
50521,122548
50522,9614
50523,44464
50524,79451
50525,13412
50526,23474
50527,23216
50528,4334
50529,84422
50530,110562
50531,20832
50532,32146
50533,12537
50534,67715
50535,41453
50536,5849
50537,134838
50538,30697
50539,74228
50540,145876
50541,131869
50542,374
50543,562
50544,72076
50545,72135
50546,312
50547,50932
50548,95415
50549,116893
50550,5413
50551,39147
50552,12604
50553,491
50554,42027
50555,78178
50556,129581
50557,19145
50558,117614
50559,119443
50560,120220
50561,57958
50562,56957
50563,114689
50564,47094
50565,116121
50566,1233
50567,18680
50568,36906
50569,84232
50570,103440
50571,33415
50572,97494
50573,14317
50574,22373
50575,15509
50576,131138
50577,28707
50578,32787
50579,103503
50580,70958
50581,107291
50582,84396
50583,34711
50584,61897
50585,41728
50586,89141
50587,3514
50588,94607
50589,85199
50590,132848
50591,4920
50592,71262
50593,94996
50594,114737
50595,37485
50596,116041
50597,17557
50598,20114
50599,84781
50600,51083
50601,53680
50602,42524
50603,102091
50604,108236
50605,41656
50606,121483
50607,117478
50608,63654
50609,9625
50610,116765
50611,83638
50612,23303
50613,21141
50614,44631
50615,39080
50616,19761
50617,143365
50618,59944
50619,20719
50620,83138
50621,53109
50622,4058
50623,98828
50624,43737
50625,60825
50626,127638
50627,1532
50628,85137
50629,56413
50630,32590
50631,24076
50632,78789
50633,11970
50634,139138
50635,47599
50636,115671
50637,120037
50638,74969
50639,106981
50640,134542
50641,70228
50642,142728
50643,77216
50644,130521
50645,71069
50646,76509
50647,57144
50648,77527
50649,26053
50650,63200
50651,19333
50652,48997
50653,20491
50654,25141
50655,10780
50656,96341
50657,138716
50658,107073
50659,16139
50660,90467
50661,48360
50662,98674
50663,121375
50664,80972
50665,82286
50666,130054
50667,43860
50668,107077
50669,100183
50670,109016
50671,14392
50672,126742
50673,111639
50674,124987
50675,48433
50676,132161
50677,50399
50678,33240
50679,54725
50680,124086
50681,2110
50682,114469
50683,81936
50684,107
50685,129412
50686,127175
50687,58708
50688,145630
50689,65581
50690,55173
50691,18309
50692,43488
50693,16722
50694,40112
50695,90079
50696,2021
50697,133623
50698,110514
50699,69317
50700,78475
50701,58680
50702,14792
50703,7684
50704,2013
50705,44460
50706,8646
50707,91503
50708,88268
50709,21043
50710,66743
50711,109648
50712,88935
50713,32551
50714,140194
50715,51538
50716,66632
50717,98685
50718,88182
50719,87680
50720,69065
50721,103200
50722,24302
50723,39205
50724,59197
50725,7483
50726,54586
50727,57076
50728,38288
50729,128781
50730,37950
50731,77128
50732,20708
50733,62086
50734,67422
50735,9215
50736,145604
50737,23731
50738,121875
50739,23465
50740,81819
50741,48605
50742,69735
50743,118046
50744,5639
50745,89698
50746,46290
50747,65521
50748,46702
50749,115180
50750,21482
50751,123000
50752,71229
50753,63132
50754,27005
50755,111086
50756,2910
50757,67789
50758,1481
50759,79291
50760,33271
50761,14057
50762,17696
50763,63979
50764,129373
50765,44439
50766,19309
50767,8156
50768,124993
50769,109223
50770,99977
50771,88622
50772,50977
50773,21884
50774,50209
50775,128564
50776,143413
50777,117068
50778,96036
50779,7693
50780,133280
50781,13174
50782,66910
50783,43874
50784,57902
50785,34072
50786,85204
50787,26306
50788,95019
50789,84927
50790,140352
50791,106702
50792,125110
50793,18361
50794,94182
50795,133993
50796,98594
50797,142086
50798,117671
50799,65435
50800,15440
50801,34521
50802,76735
50803,53129
50804,11901
50805,90471
50806,76612
50807,57720
50808,28571
50809,123465
50810,101364
50811,44403
50812,122305
50813,101409
50814,101728
50815,29630
50816,48896
50817,48210
50818,117849
50819,92063
50820,121223
50821,62632
50822,87215
50823,115212
50824,13749
50825,46642
50826,67220
50827,71203
50828,117911
50829,108882
50830,131868
50831,40698
50832,58099
50833,2247
50834,139110
50835,82582
50836,79659
50837,123696
50838,56237
50839,27122
50840,130999
50841,19105
50842,115510
50843,24491
50844,47345
50845,27487
50846,122579
50847,3707
50848,58069
50849,69304
50850,59268
50851,49044
50852,72370
50853,55882
50854,63413
50855,51885
50856,12584
50857,134517
50858,106642
50859,121760
50860,137105
50861,111109
50862,59490
50863,106937
50864,33310
50865,143549
50866,100042
50867,7806
50868,37158
50869,58008
50870,5632
50871,13570
50872,49586
50873,75103
50874,8278
50875,118903
50876,61432
50877,65784
50878,19049
50879,137907
50880,101888
50881,21070
50882,111022
50883,42406
50884,3062
50885,14385
50886,5688
50887,108331
50888,124795
50889,62064
50890,55363
50891,136199
50892,65461
50893,114406
50894,96770
50895,121544
50896,43171
50897,115532
50898,108419
50899,140979
50900,50412
50901,9523
50902,77475
50903,66670
50904,26585
50905,12144
50906,79221
50907,27368
50908,125822
50909,55862
50910,63428
50911,49665
50912,56814
50913,15399
50914,30117
50915,35518
50916,112256
50917,56699
50918,137461
50919,62081
50920,20633
50921,128106
50922,60588
50923,136911
50924,145169
50925,124143
50926,66756
50927,26759
50928,126226
50929,13939
50930,86088
50931,94857
50932,69772
50933,29805
50934,105932
50935,140283
50936,5894
50937,128826
50938,62144
50939,32793
50940,99914
50941,146385
50942,96256
50943,77929
50944,120173
50945,138329
50946,93284
50947,141249
50948,82077
50949,13472
50950,64070
50951,138923
50952,25987
50953,136543
50954,17246
50955,43993
50956,66071
50957,100658
50958,78488
50959,90122
50960,64110
50961,95525
50962,134819
50963,86289
50964,58061
50965,113578
50966,75164
50967,89190
50968,19650
50969,29289
50970,89830
50971,141033
50972,14325
50973,99904
50974,15336
50975,141275
50976,64920
50977,92581
50978,127512
50979,2281
50980,113548
50981,116776
50982,141259
50983,45110
50984,51695
50985,53472
50986,7353
50987,71749
50988,57339
50989,124457
50990,111270
50991,67770
50992,77238
50993,24660
50994,32296
50995,49606
50996,105848
50997,113596
50998,102646
50999,7476
51000,26800
51001,37970
51002,38525
51003,75620
51004,38358
51005,130446
51006,118714
51007,123389
51008,5155
51009,48792
51010,104361
51011,3881
51012,85645
51013,49656
51014,30522
51015,2422
51016,115414
51017,88690
51018,66564
51019,33120
51020,86018
51021,34330
51022,12175
51023,128461
51024,144502
51025,113085
51026,3770
51027,10921
51028,58593
51029,19707
51030,80376
51031,108983
51032,36587
51033,51186
51034,35096
51035,134705
51036,37182
51037,60337
51038,88172
51039,139155
51040,141907
51041,93717
51042,91511
51043,52172
51044,42286
51045,109568
51046,31901
51047,124992
51048,3956
51049,58906
51050,72481
51051,92887
51052,132021
51053,132857
51054,20049
51055,108446
51056,114832
51057,115755
51058,142324
51059,77296
51060,69380
51061,2803
51062,90373
51063,30929
51064,82293
51065,141805
51066,133302
51067,115387
51068,46138
51069,43183
51070,108656
51071,15208
51072,105341
51073,103921
51074,74298
51075,94170
51076,94618
51077,10222
51078,113995
51079,27050
51080,82398
51081,68995
51082,58944
51083,71841
51084,136338
51085,98779
51086,22413
51087,137263
51088,141373
51089,99772
51090,89332
51091,140793
51092,98036
51093,56078
51094,71998
51095,114853
51096,109534
51097,106460
51098,8546
51099,70389
51100,28337
51101,115195
51102,99518
51103,32331
51104,100779
51105,53277
51106,24160
51107,117268
51108,77708
51109,45733
51110,121706
51111,144172
51112,68709
51113,76613
51114,73661
51115,8969
51116,70379
51117,145831
51118,112672
51119,93448
51120,44013
51121,108918
51122,40002
51123,25633
51124,63319
51125,871
51126,26648
51127,90088
51128,90245
51129,86216
51130,96513
51131,26239
51132,119737
51133,2268
51134,108471
51135,31623
51136,129674
51137,40777
51138,80304
51139,43736
51140,113245
51141,83862
51142,136613
51143,23202
51144,88896
51145,37222
51146,57252
51147,121250
51148,122190
51149,43043
51150,50685
51151,69345
51152,70539
51153,41091
51154,67685
51155,128191
51156,75335
51157,96304
51158,70363
51159,81027
51160,63809
51161,32226
51162,72098
51163,70771
51164,44671
51165,128455
51166,97720
51167,75477
51168,121786
51169,145147
51170,118650
51171,96626
51172,114802
51173,41165
51174,31194
51175,74955
51176,52404
51177,99716
51178,22874
51179,52079
51180,82326
51181,58079
51182,9290
51183,48562
51184,115163
51185,89855
51186,136128
51187,37291
51188,20570
51189,30424
51190,40536
51191,99245
51192,112953
51193,99347
51194,110806
51195,82486
51196,130544
51197,32879
51198,46925
51199,58687
51200,43791
51201,73647
51202,69155
51203,146260
51204,14541
51205,125495
51206,104512
51207,107768
51208,142875
51209,84285
51210,55121
51211,112647
51212,39853
51213,116933
51214,101344
51215,127325
51216,30703
51217,75472
51218,34281
51219,86133
51220,65198
51221,7955
51222,71600
51223,92335
51224,55353
51225,48024
51226,64953
51227,29014
51228,50275
51229,124880
51230,120655
51231,59034
51232,38628
51233,22729
51234,103670
51235,122526
51236,4463
51237,88918
51238,12261
51239,87411
51240,103028
51241,31101
51242,42896
51243,143664
51244,108176
51245,104545
51246,109497
51247,65243
51248,143987
51249,126450
51250,118213
51251,144363
51252,18432
51253,105962
51254,10155
51255,47539
51256,131646
51257,74635
51258,4839
51259,62945
51260,59580
51261,110860
51262,56567
51263,27160
51264,77184
51265,95870
51266,143490
51267,141856
51268,5576
51269,82181
51270,75536
51271,97242
51272,12802
51273,88101
51274,22712
51275,64511
51276,75018
51277,41926
51278,20008
51279,114092
51280,90530
51281,73603
51282,80922
51283,52023
51284,140975
51285,53673
51286,24628
51287,131857
51288,96048
51289,59474
51290,28830
51291,12079
51292,46841
51293,121266
51294,123986
51295,118594
51296,140267
51297,104107
51298,81954
51299,63198
51300,104549
51301,141125
51302,29949
51303,53182
51304,119266
51305,50356
51306,9403
51307,93723
51308,83028
51309,57026
51310,59200
51311,58602
51312,40180
51313,124850
51314,46766
51315,62571
51316,79990
51317,146396
51318,2640
51319,105716
51320,44351
51321,35579
51322,109735
51323,95004
51324,95938
51325,39385
51326,78252
51327,107316
51328,98834
51329,122490
51330,57435
51331,14641
51332,3201
51333,40660
51334,18360
51335,3107
51336,115081
51337,11676
51338,95020
51339,33295
51340,115647
51341,87090
51342,38577
51343,36560
51344,134410
51345,71484
51346,20818
51347,138606
51348,121262
51349,99401
51350,102132
51351,128814
51352,60967
51353,104487
51354,20664
51355,129815
51356,19499
51357,98495
51358,50222
51359,13349
51360,139756
51361,136456
51362,140530
51363,30017
51364,88231
51365,57624
51366,22145
51367,104941
51368,67601
51369,127715
51370,95806
51371,141565
51372,138583
51373,43523
51374,35514
51375,55463
51376,17684
51377,20127
51378,18373
51379,113393
51380,14490
51381,142457
51382,67938
51383,42498
51384,61533
51385,58240
51386,95194
51387,126608
51388,40468
51389,118569
51390,74569
51391,141861
51392,22152
51393,23287
51394,45588
51395,65997
51396,2738
51397,61373
51398,20791
51399,74017
51400,140667
51401,58332
51402,102655
51403,510
51404,33941
51405,136784
51406,49816
51407,31106
51408,115560
51409,134128
51410,10397
51411,35131
51412,130809
51413,120994
51414,18354
51415,24643
51416,38926
51417,105727
51418,78509
51419,86605
51420,145973
51421,125384
51422,131658
51423,114817
51424,72654
51425,124206
51426,138824
51427,124477
51428,51148
51429,67762
51430,120577
51431,68094
51432,45865
51433,23975
51434,48475
51435,113899
51436,50156
51437,84133
51438,34733
51439,114144
51440,38969
51441,36703
51442,48362
51443,98049
51444,61469
51445,31347
51446,61516
51447,46796
51448,90356
51449,526
51450,124428
51451,70273
51452,117572
51453,141833
51454,14179
51455,133021
51456,57778
51457,111728
51458,64260
51459,116444
51460,67674
51461,68935
51462,103135
51463,13860
51464,103242
51465,29995
51466,71071
51467,55848
51468,34645
51469,130745
51470,88689
51471,24803
51472,32367
51473,17530
51474,145807
51475,133307
51476,8184
51477,30743
51478,89339
51479,40884
51480,107558
51481,137895
51482,852
51483,98637
51484,60460
51485,10309
51486,100520
51487,23631
51488,129783
51489,63893
51490,86279
51491,132436
51492,81632
51493,97026
51494,117568
51495,26883
51496,139709
51497,58365
51498,128415
51499,100936
51500,69385
51501,10054
51502,20681
51503,119670
51504,35591
51505,4486
51506,13289
51507,86371
51508,52890
51509,7636
51510,35156
51511,61653
51512,76372
51513,98686
51514,86232
51515,77302
51516,86651
51517,40081
51518,55570
51519,71808
51520,64930
51521,118434
51522,38417
51523,44205
51524,52261
51525,141446
51526,118442
51527,44780
51528,9490
51529,132491
51530,79210
51531,54402
51532,128797
51533,89539
51534,143241
51535,8635
51536,95408
51537,104729
51538,77781
51539,65272
51540,89068
51541,140174
51542,94408
51543,48996
51544,17336
51545,100178
51546,101328
51547,29425
51548,135674
51549,88162
51550,74041
51551,87601
51552,144322
51553,139960
51554,16290
51555,77907
51556,59396
51557,79318
51558,46838
51559,112542
51560,121573
51561,98653
51562,47440
51563,107843
51564,106975
51565,87365
51566,88138
51567,100078
51568,49063
51569,14967
51570,118173
51571,131769
51572,114975
51573,63092
51574,99502
51575,3134
51576,1041
51577,41002
51578,70151
51579,61041
51580,115235
51581,12644
51582,116328
51583,140271
51584,109168
51585,6630
51586,101022
51587,18126
51588,82879
51589,118540
51590,106416
51591,92035
51592,81715
51593,91309
51594,119363
51595,45880
51596,30246
51597,37640
51598,136020
51599,47494
51600,94059
51601,133335
51602,97419
51603,135619
51604,87988
51605,89665
51606,36809
51607,111836
51608,56538
51609,56577
51610,29488
51611,61499
51612,73815
51613,72810
51614,68049
51615,14597
51616,113135
51617,12368
51618,103271
51619,63222
51620,121280
51621,31655
51622,107364
51623,34473
51624,143624
51625,19848
51626,110278
51627,96969
51628,17812
51629,58344
51630,30131
51631,50976
51632,26137
51633,111973
51634,43109
51635,16232
51636,145016
51637,62341
51638,129856
51639,126920
51640,35031
51641,48671
51642,11042
51643,118895
51644,43316
51645,35899
51646,11230
51647,134356
51648,97205
51649,495
51650,81862
51651,5847
51652,12867
51653,21611
51654,54780
51655,25758
51656,14444
51657,27921
51658,8298
51659,15445
51660,72633
51661,89290
51662,19728
51663,122156
51664,64032
51665,3358
51666,52742
51667,130939
51668,126398
51669,140730
51670,127020
51671,50113
51672,21734
51673,30087
51674,82088
51675,102111
51676,69156
51677,29487
51678,52181
51679,38250
51680,103573
51681,23621
51682,2329
51683,25999
51684,40518
51685,6603
51686,111315
51687,36253
51688,9971
51689,21347
51690,62882
51691,85554
51692,115080
51693,30200
51694,63309
51695,46962
51696,10667
51697,135819
51698,91977
51699,63632
51700,65563
51701,15514
51702,45123
51703,71616
51704,142842
51705,94038
51706,78297
51707,74402
